Imports of goods and services (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Hungary,22.8735789617861,22.9617394308416,24.7625432437412,26.7419861584627,28.9654853335801,29.7626804937005,27.2672138710724,28.3712411172508,27.0136611481466,26.1447081641452,32.4470452385821,36.2621831413314,32.903110292613,33.6233059677487,46.0302752211838,48.6114601528214,42.5257595171844,45.5387238733347,47.5341218711008,44.5332683187614,41.2514857197541,40.5752187426274,37.1556522159621,38.3287202674797,37.9248530337593,40.1271987446525,41.0546473181484,38.349437771635,34.1398424287194,32.7050271268312,28.5325846342793,33.908799721797,31.884582776931,34.7979449778989,35.5887943620858,44.9121298837657,48.3007892979871,54.1350169853561,63.0193609433567,67.1332877469475,78.0540019452906,73.0167338259302,65.1028612835193,65.2495163092918,66.946164769854,68.0540349127132,78.6591188911908,80.4130723111421,81.2056205519782,72.732620933193,80.0437548522933,
Iceland,45.5532462716083,38.2828478484589,41.5839142895744,42.355211208211,38.5165656166323,34.95682414659,33.8619636780339,35.8628307927503,39.3907537152789,41.1592882672866,43.2488889892335,43.8519767692164,36.7921348186207,37.5902894375555,41.1003354930976,41.6293481228741,34.1490264403775,33.6845239022122,33.5453866881201,36.77123739921,35.4734924341136,36.0784833164586,36.8864257862142,37.5157284746841,38.040611491031,40.0652290376705,34.7242158534845,35.3104268706634,32.6460548459903,31.2706033280623,32.3334081085667,32.5319673303048,30.3758475119481,29.6088388084703,30.6137378147824,31.9133629387145,35.6761981165531,35.7093934966453,39.1562551543624,38.2741256233423,40.8549866833055,39.8555411061203,35.8766326722346,37.352118014248,39.6938018277858,43.9975246036281,50.4536649157879,45.3128107616426,47.1189197508935,44.213320037263,45.9972130306591,
India,7.20157125972987,6.02578593365168,6.16257624084172,6.0384315413059,5.82163836512225,5.27555682467162,6.75475387089654,6.02159803947971,5.00457735733903,4.08101990854081,3.92657138532725,4.05064313551279,3.75336593944057,4.78111639670019,6.09364241450539,6.7251635577825,6.1861577282895,6.33974084594731,6.66511030699195,8.26327207236708,9.35268624888216,8.67012089810017,8.2361992892248,7.94435579926737,7.81648667297848,7.73255607293925,7.10224385037609,7.05832711583548,7.5400854119016,8.24550323570181,8.54914821004733,8.59118810988974,9.69982367580798,9.93283707070299,10.3084968555688,12.1623946038514,11.6799662270232,12.0703293306914,12.8337784569315,13.6115387275331,14.1521675639319,13.6488175266526,15.4806093635481,16.0965156368154,19.3061273964757,22.0303129193484,24.2341520265172,24.4485529314984,28.9118573831692,25.0351779338595,24.781081685269,
Indonesia,11.8932029126214,12.903225,5.11000686512389,8.86001147841658,12.3538780021254,5.42366075985383,20.88555431098,15.9434278848855,14.7237992846999,13.9996015008535,14.9700253657265,16.0628040403909,16.1128996720118,18.6302622830473,20.4617896383673,21.023429676663,21.5239507108761,19.194698792564,19.7058631310503,22.5536991929268,20.2103720435638,24.0227460191433,24.057847468782,27.8603694074768,22.077851719889,20.4493328674764,20.4866257867184,22.397447358867,21.0902313477716,21.4069574956215,23.7333803234104,24.1021065433319,24.9583116683127,23.768550646748,25.3656735318608,27.6464249287,26.4401913007396,28.1346335392836,43.2180588782192,27.4297842509293,30.4595674435027,30.7610722568246,26.3918424154481,23.1388382837791,27.5445989603654,29.9206675968909,25.62241050057,25.3935314930811,28.7531154639227,21.3618883033673,22.9776255466562,
Iran,,,,,,14.9070769285699,16.0240365313322,17.9741880169798,18.8146081977721,19.4351124464072,19.7495165765325,19.9267737395209,20.2785201538158,19.4927685351296,22.5109762837071,33.6323872592695,27.1322985931229,28.1626557013592,21.3225396998078,15.1379313366556,27.0705456777748,25.991988045162,19.5317226902347,23.0922743642929,15.8334506103673,13.5549806057287,9.84280100158827,8.21996648771792,13.5944231870467,17.3738916362414,23.1352388217628,29.5971490472765,26.6338487246685,19.8381198027659,13.0390765529246,13.1159228638504,14.9629922018909,15.2821666618133,15.6674975058513,14.8710207210193,17.432404185938,18.7872927773869,22.7280332891411,25.703720034367,25.9282150050639,24.6582346998108,24.4145861301041,21.5382245121594,,,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,35.2734074383765,37.6508341540604,36.8389593805464,38.6103491563561,38.8128772687135,41.5182090742718,40.8799927980129,38.7258517713842,42.8330649696043,43.8483853186955,42.671397241561,41.1847687378063,37.8940046814153,42.5650372713579,54.2894082432712,46.2915839865654,51.4589903613416,55.5430602823593,56.8118722407925,62.7773937467737,59.836996055964,59.4843238784076,52.5998574339631,52.4440433795157,56.7949338220248,55.4815832944159,49.5979859645461,49.8851246840259,51.2499940761452,55.2890650417809,51.970011780625,52.5226957076585,52.8135183856069,54.9778300684969,60.4442014201186,64.6311498283845,65.6084423477575,66.5994908693478,75.268392275783,75.3536884608742,84.0156679926317,83.7337006771929,76.2723876369709,67.1725579100546,68.3330259508584,69.408997308726,69.3077820806473,71.2503318736543,74.380238291348,75.3670145021237,81.9919697610726,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,11.1264463072816,11.2221468033282,16.7394999257139,16.0050813163798,16.3736525920397,31.9199272065514,29.6733668341709,37.4276261373036,47.8386375117269,50.8881661245934,51.5715577301494,53.1379501858418,50.4218776054694,56.2757944696657,58.3430154616141,67.3156878046284,68.9327359702262,65.5385684503127,76.0033691303432,71.5059563946954,59.3359137010357,59.9638662181122,57.6868294516394,53.4112310324634,55.1335779615238,58.2691573377052,52.3545535757485,57.0989202276968,48.1597561905153,45.7207677367611,45.3836777545447,45.3694713187969,44.3365198146136,48.566268239534,47.9647595114254,36.7498617256637,35.5981088876334,34.2997753289826,32.6404521289334,36.8894993894994,37.3820383768481,35.3743599652208,37.9589854693512,37.3074792243767,41.2376211500238,42.8995850622407,42.3205355081942,43.9920700864419,41.5519761701189,32.2133849772041,34.9220471888625,
Italy,12.863109936847,12.8630473309216,13.204958952335,14.3435765613968,12.7134422159254,12.1270491558464,13.0073132741033,13.4986029609455,13.2733041897865,14.5464854541615,15.5477694562239,15.4236053631539,16.145278628531,18.6956828201608,23.1924791231319,19.4337293183451,22.014653104355,21.2676620218593,20.3927458175494,22.1996838988853,23.7209780708821,24.5851503863708,23.3064075603313,20.6710570757827,22.3098864936087,22.4072318633033,18.1753943816821,18.2994116061492,18.2521037187317,19.2962314834779,19.0283336663697,17.8047159497847,18.149468926767,18.0720298698818,19.3460223761574,21.8737181741,19.9605391713107,21.2853692253777,21.9313465923897,22.3613782302226,25.8153549709327,25.4748651266674,24.5452275953934,23.8747526318674,24.4876923437271,25.9336344794605,28.4353180505603,29.1016355082465,29.2883086649431,24.1648291091424,28.5667556395807,
Jamaica,38.0508432323203,34.9979532747753,34.9222350230415,34.0386604399152,38.9777001156284,36.8663594470046,35.869287720194,36.8053885013231,42.0726306465899,43.4572364353465,37.4167114254823,40.938864628821,41.0673328370824,41.1302975078961,45.905891070767,45.6122145202136,37.89126303593,28.3823577580836,37.3307640634749,50.6320532794882,51.0402027962359,55.8065917552264,48.6424290394252,43.0275107379281,61.6103011655338,65.6938741570243,45.8865215979434,46.2674368070999,47.7863501796039,52.3979845992042,51.8769964803406,51.3914501885342,63.2197826539988,55.6282942800071,57.4772597797713,60.7813891412411,55.2818370266384,51.8835674125643,,,,,,,,53.5215814151981,59.3838986788277,65.9513189028722,69.1895081967213,51.1839088701076,43.2620236952396,
Japan,10.2879603876459,10.9016397882152,9.2907963384168,9.876335325346,9.69088134685684,9.13500270613893,9.03061242779444,9.44983916092604,9.01347454805823,8.97994676059283,9.41943857798481,8.89061849466782,8.18356071728611,9.90024851202957,14.1873932505415,12.6152839290987,12.6153967557831,11.331649802168,9.27750771181498,12.3340089199222,14.4277250701803,13.7615764769512,13.6239057290652,12.0179626413264,12.1678396461225,10.7980930658364,7.27546875068821,7.23355606993474,7.66695846462272,8.78660067657883,9.41546724001256,8.33384815106584,7.6730074370381,6.89325751408173,7.03995882487942,7.72921376792204,9.31102996009202,9.75791248266004,9.03278119029822,8.69144177002688,9.53108601186624,9.92381856695646,10.0582073882961,10.382933505203,11.3700724261351,12.9464314186948,14.8626392686288,15.9446648474047,17.3992857731985,12.3344602363757,14.0698198574219,
Jordan,,,,,,,,,,,,,,,,,82.6635001826818,84.6244825547014,81.4705504940331,86.8705402650357,84.190460052529,97.1551078744981,91.4525895009112,79.4662875266583,76.6680125164025,74.3837243837244,55.4400073950823,59.7527845694105,67.1127009362304,76.0676194089625,92.7294532099089,82.7501663689538,81.4120333268938,80.159038759932,70.4619503623402,72.8630226300677,78.1690859935218,71.467725924526,64.242297774905,61.1474960507283,68.4763952073856,67.1132191038588,66.6038790946817,68.3184886036734,82.4343993635919,94.2068051733281,84.567818770938,88.3765044952068,84.7157139682924,64.9606270964343,65.9142352507734,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.331672305141,46.7391267405542,47.1170012997416,43.5485461304095,36.0047683570055,37.4426940287685,34.8599794549415,40.1170558469331,49.0972658349839,46.9540498960605,47.0410448936046,43.0463103304131,43.9087892759115,44.7259809130867,40.4782397249695,42.7507211399654,37.143550812864,33.81813486604,29.214408258122,
Kenya,33.670104097668,31.1299519448457,30.1251538485801,28.9627639699804,29.2122310187109,30.6958559752682,30.8728022514063,29.3730122671513,29.2973599271704,28.0887011615628,30.6639192540076,35.189107913216,28.7270794578794,28.6690140043265,40.8975205053267,34.5115818500877,31.7556377270226,31.5930964030324,38.6880223248916,31.6110205132607,35.8998317232487,33.8203044375645,31.5582711740012,28.2127729698388,32.0540049050453,30.1465015863353,29.8930303008423,26.3975466201266,27.6037685578288,30.1233478208586,31.3283076969583,28.5560669102007,26.6704959135103,33.9548511838846,34.2258444015995,39.154040421934,32.1115087532925,31.3707295081618,28.7279811125469,27.359539790402,31.7214732444648,33.0152596629646,30.2746996493051,30.045450590308,32.8667447731316,35.9698359497784,36.3119406398042,37.6992145678814,41.67450985779,36.6101968629265,37.865191573562,
Kiribati,,,,,,,,,,,,,39.4004553503668,39.3008188607937,23.8010413812003,27.81329467405,35.7015372885762,38.1993532324071,46.2,59.591376416282,110.206660416582,122.573814845312,116.456345542218,100.550964187328,105.771528352174,125.918273645546,134.736978912824,119.33038719307,114.084863837872,124.654895666132,147.237713249636,85.6179096447214,77.7273592941568,62.2155505520783,60.0620922726585,71.9399192639228,68.1449815713883,62.0335470332116,51.7943942909737,52.6395146063982,46.8142597384617,50.4167375585746,51.7124026450819,74.2747805641271,76.4805777996702,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",12.5997848763478,14.9366898941118,16.5033705603308,15.7047868965738,13.3482022670837,15.9176632772404,20.1285177244713,21.9181710284688,25.295377465714,25.1461750684941,23.8177936973118,25.5796953127284,24.1945043742147,31.8450198034326,37.894236085218,35.4107894204754,32.0088084169317,31.2121723876816,32.1540861440476,33.6491038986005,39.9650289233499,39.6682329108515,35.7534600585769,34.0742932712621,33.6437887181835,31.3807456718982,30.5793581305938,31.200006251932,29.2785798419534,28.7358928877214,29.0291755137372,28.9891707133613,27.7484473376218,26.1374969682687,27.3799690895164,29.9210430709033,31.3364975733198,32.9961753881012,33.2945812335727,32.3772293690118,35.7071527561352,33.478386749342,31.6505187991932,33.1006472704112,36.7252486326219,36.5652417574708,38.2971416146113,40.4123945014066,54.1864605819776,46.0254800585294,49.6021583839201,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7648398165667,53.6540617806057,56.3677737353118,53.7587368865031,62.1402194656489,
Kuwait,,,18.6830015313936,20.7658321060383,19.0540540540541,23.0974632843792,24.3559718969555,28.4403669724771,26.0778128286015,28.9180990899899,24.1157548750812,18.6640622336807,20.6625683060109,22.1681944450983,13.8421192986876,26.0108971423294,32.5546269348512,43.4428444769548,39.8658627967761,28.8166338098766,34.2978943049741,38.4780544264384,52.3638596541546,49.3521728632027,44.6411209510242,42.7445828903566,48.0125151819502,37.1230114026291,42.9397928178988,41.3697513801363,58.0720506481761,125.710913683142,54.2177981970465,44.2858498422284,42.3306247746125,41.9645050036973,39.1863671127077,39.5915922011622,51.0933207787972,39.4368034978448,30.1469317199654,35.5387352957668,36.6091463675582,34.4641480339244,32.3799737397956,28.266858814055,24.1669494401086,28.317117338326,25.683278737716,28.0285714285714,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5512341062079,36.6288492706645,47.5920700430949,41.1750424860403,40.0683905750799,42.3589819821494,56.5576748022377,46.1902449675256,58.0260024457746,56.9965288665865,47.5829074311312,37.02243944166,43.3394416026052,45.251548482946,51.2598042298157,57.7091790618756,79.0298075309248,84.145408981259,92.5571261314982,78.6808062104263,89.1633604710021,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,6.34146359941305,9.76525842722212,7.70142177794748,14.0231085386625,31.8994868137761,31.9961567851562,24.51844518565,25.2285951598514,27.1050031818556,31.1671927464119,39.822329283684,37.3340772230286,41.0584239875521,41.2647459727421,47.813667754212,44.182614639942,44.1136549249943,37.8097211784636,35.452770679695,34.8831145486027,44.3194271815393,48.7857828552777,47.556924535773,50.1418980028517,46.9989825447716,42.607937489965,40.890730430319,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0230621396541,25.4875283446712,73.0664033320326,56.9802317655078,44.3916768665851,44.8742296810201,54.2505120119632,54.654915939263,59.6172077173384,49.599015616398,48.6743583547545,51.1082196147669,50.6206231846935,54.6460396403567,59.5726330407048,62.2335552096787,66.3494933522191,62.3804365465618,56.4645972457029,45.3670182862301,54.2036607441856,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5767601779589,99.9140226117475,84.2164060907497,75.8579855594775,70.8021019786822,62.4015067388895,62.3289321177312,55.2502927585851,47.5546391752577,40.9537649623313,36.750181138695,35.9377401998463,39.9518923591536,34.9438902743142,37.3542526837325,41.6811276524492,42.6096191776665,42.1450954886774,48.1905064464035,53.4656522218547,47.8318676518063,43.7845811405124,
Lesotho,38.4615384615385,45.4901960784314,47.8260869565217,50.8928571428571,49.5956873315364,53.3163265306122,56.5432098765432,56.6973777462792,55.1378446115288,51.5704584040747,48.8798370672098,54.8446069469835,69.1318327974276,67.7764565992866,77.0731707317073,103.978300180832,138.629283489097,112.433075550268,90.595340811044,123.618501841998,110.086283844094,117.007874015748,122.81851512374,127.453299549066,130.895935839974,123.993195914578,119.354103479122,134.309470938576,142.877590965314,140.24762371542,123.233221837615,147.652713652891,136.606125657403,128.946584026652,124.619525748458,127.92351204823,132.374458281072,128.464688200486,111.965766469431,107.376064811831,103.384151406447,105.597286952644,126.594236398686,113.217670464613,129.783018254807,120.866840658494,119.087505728716,118.003876492156,121.006913598257,115.574862632004,113.885407255598,
Liberia,38.3210854244817,52.0332257537782,72.3958569180168,56.834749161183,51.2936400020385,46.0340859047344,49.5839812712481,52.7108759192663,45.2522161781001,43.4680563787714,45.595914165617,47.4836902377848,46.2436907739328,57.2739222117714,62.9557830555186,60.0017305800727,68.5967013178632,70.0224277933933,68.082653145675,64.4376667305792,64.3883924472624,59.9909357071805,58.3490211094894,55.5393389497512,45.6044169113918,43.3166926461355,39.8300686916667,,,,,,,,,,,71.9837783034809,39.3492757782222,41.6704372309463,25.9939375599704,31.5539394309206,27.9465932529995,44.9029160703507,51.1552042126551,51.9113195207558,83.2352941176471,190.864416008712,172.607655502392,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1215638362859,30.7649482240285,25.4690284037313,31.5473639091299,26.1171867161633,22.4157303370787,23.8916256157635,21.8460668598488,20.8836917281432,17.2077233184808,15.4940529332143,19.9639451035124,35.1904761904762,36.6681771651361,32.1190090929662,28.3010957438467,25.464524027448,29.3502863833846,27.4656586595131,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6716417910448,21.0361445783133,19.9295361127422,90.3572033822261,61.3961177472788,57.9719494287709,59.1694726698787,61.580214005746,56.4085817994411,48.6481867587244,51.0225901243638,55.3028667534321,58.4218198159788,56.9816395537874,59.1307828982835,64.6457693823515,69.2612159511455,67.4347896149858,71.6903100471743,56.0524565724382,69.6104728999146,
Luxembourg,69.0369299416367,75.1413749320322,74.1914357486168,72.5816302661677,73.7460943190365,75.1034437472869,70.623485242067,66.3530189924038,66.2132674385827,65.5517290287122,71.1537717885439,79.295700103197,72.1092785647566,71.9643856835894,76.4982735284583,82.7911165881951,77.2922380060081,77.7423469770216,77.362050169382,81.5898584865158,83.8199312871261,84.1006630690211,85.1513884846394,84.5957702150196,93.3671581764985,97.1519740919432,88.3998043718088,90.0914236732834,90.0156893932628,89.3292119522559,88.2280284014396,89.1894656764237,84.0722903418528,82.6593848021607,83.7697947757882,85.1908962760501,90.8993074459061,103.59058992613,111.052220550573,115.014984814048,128.99148205049,129.010335676914,121.074261325509,113.226988925576,128.154240072261,130.318831008008,139.071703586653,143.627052186554,142.568939941425,129.839861362943,133.799969702162,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,111.177376155778,113.218326652798,106.965086859842,102.779471695982,107.506981457477,100.439307095092,98.0425882905083,94.4482733218934,83.9718860068496,83.4826352367972,69.7147142061671,62.6995910331449,61.1418287490419,55.2101642559298,52.3889875307844,53.8392864556565,55.8508304402274,61.7737993940166,64.6306727569548,68.2908200219613,70.5773119174299,70.9268621952312,66.8447469868296,62.5549280262572,61.4526106630198,66.0286988500861,63.4512659356534,49.5997737636354,49.8146892186812,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8573796302332,25.8793483812774,53.3524222893096,54.6941820288425,48.4095923167339,42.7681019753372,38.5169962431517,50.8498258078541,56.0854594484222,52.1537408767288,63.5225686365752,56.6115437412601,58.1555585978264,54.5004096858482,60.0586503806035,61.142781611377,64.4556159958008,70.7993939543384,76.1961040336299,60.5798104954494,65.9505145236647,
Madagascar,16.6245249465281,19.503340470096,18.3835287981077,19.9263144461795,19.9278434454223,19.9999988056162,23.1980668502619,21.5040619414301,22.7901753283726,23.1115477001921,21.5856292932859,21.0256487392228,18.3232330402326,18.8787319509282,20.2071538606538,20.8901351798788,17.5247008184694,20.0489710556558,24.0574008598509,30.3871295245644,29.7378568358979,22.8162401606039,20.6659855174707,17.5341378215306,17.908823960078,20.5079158795957,15.5469047388797,22.505976400013,23.0988927896444,22.2709587197873,28.0271888020699,26.6887101368658,24.6672732272536,24.6153262450974,29.5988536482469,31.7114562764392,26.0042865227856,29.9599943184181,29.2774209351868,32.2095899117846,38.0051148011553,32.2921674852024,22.5738454585437,32.0734937079465,47.4838876072172,45.5592545102093,45.7741301445072,52.0671431420256,57.0181355547228,52.8233785261889,,
Malawi,38.4020618556701,36.1668003207698,35.0152905198777,37.4908290535583,28.2530553558591,33.2519829164124,37.3118279569892,34.9027635619243,39.1581008321096,39.5936794582393,39.1573729863693,35.4743083003953,37.9416282642089,37.5824175824176,38.9599133261105,45.8939022087974,38.8725490196078,34.6291208791209,41.1140235848024,40.8328528706204,38.8021080074943,31.4953533145486,28.8455362877328,28.3228961813955,26.4261460063684,29.8987115824766,25.048799673867,27.8098818683111,32.54300769579,34.5175710790585,33.4207667733542,29.3073101483948,42.4558328733187,32.2219707444628,61.7451351148971,48.0884172409458,31.8766701958125,33.5854046012741,38.1050151497102,43.2936925158361,35.3349830699463,39.1271773170863,34.1540840191406,40.596079500407,43.1944892395069,52.1868933831812,47.1076407554447,42.4699572044658,51.3472402046404,42.1192569355297,47.2209605995189,
Malaysia,38.4415247790261,40.8843484957853,41.7747998688969,40.9061877448024,39.191929917737,37.6153542174318,36.3295194144767,35.0483633571634,36.1954909699633,33.6346317336305,37.3110484329548,36.8196682618721,35.2418758196891,33.8199917420093,45.3503197911517,42.5411737256909,39.0284594453589,40.2202019554904,42.8805030411578,46.477699673292,54.2697492938354,57.7017402282292,58.7679665545158,56.0964426328292,51.6258346870621,49.0766845001748,49.4964464728163,49.0250979205948,56.2087234998295,65.3122162258944,72.4221334862384,81.4864972927048,74.6273662459488,79.0206299304451,90.7546245862927,98.0244742228091,90.1904758768417,92.3756651539396,93.7484801403072,96.2595231140647,100.597080255106,92.9621446541059,91.0509299006036,87.2516829087158,95.0009281760497,94.6346505373771,93.9074683039686,89.4280654591784,80.0246857606759,74.8490560214339,79.4927679212254,
Maldives,,,,,,,,,,,,,,,,,,,,,205.116968184654,209.015084294587,195.469595577539,166.86902133922,86.9378238341969,66.8475852902082,60.746106840134,67.1768138195777,68.6790056741421,73.9703513481966,82.6266316148192,82.8615514007503,83.3060214553788,79.7253488379993,79.2102669842655,77.1981005515215,73.0956423316355,78.4554105034959,75.7809697659263,79.9254945957364,71.6183062204026,57.8463967750961,55.9643801904981,57.3516706450315,68.2103956789941,88.6716973090236,81.6141506930271,81.6893104464798,87.8055594356754,65.3115707038766,67.2950635124016,
Mali,,,,,,,,23.9037115839272,18.095122656006,19.0122235401069,18.2015295404706,20.2157579432876,19.5693123124477,22.8432256237158,40.8701483440636,29.2644027435138,21.0311512017871,19.5794112370948,29.8285680522986,27.2260387719094,29.1027140756239,29.3195891728153,29.7809419208177,31.5037876835251,32.8211183987348,43.9738034786191,37.2839648302214,33.0921634861856,34.5774411537016,32.7088219542846,33.7275468122085,34.6004394124216,32.845157524482,31.2255028632568,42.8676520516525,36.238118678415,35.7516041840905,36.7570206611983,35.2465744609387,38.187500717952,39.3828903593652,50.2669663921516,39.2233376398437,37.3621828553903,37.7637753154774,37.3072192625674,40.2305232749369,35.5766423357664,,,,
Malta,,,,,,,,,,,71.3588118885474,68.9391933592944,67.4587604558705,75.9117862061983,101.080556889625,86.3323167912711,86.4914119291122,90.4291388867429,80.5320932420833,84.6193301140783,86.4064463045762,80.5703560683149,76.5605894766071,73.658334183236,76.4760851470895,79.1521676758296,73.8246145664153,78.4677227726161,79.9131720785426,82.4682924259971,88.6501087493129,87.86584257697,88.7058208917081,94.0932502547139,95.7401033916675,96.2871961417113,90.4625474486464,84.1892087215658,84.3308310246985,88.1704096350523,102.70427608054,86.5698330690142,81.961931166373,82.5293495473297,82.8090985827891,82.4323479782514,92.8219286136857,93.308957952468,88.3088359520189,78.1904924177884,83.4108775870367,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,22.9916195594789,27.0471970686097,31.0875669578085,29.5433187075008,22.6249215548397,21.6215944066934,21.0536019947436,23.2983266317819,21.9442252250663,23.5061436185468,24.9612706315183,24.6069245248036,49.2060307444577,46.3399889605269,59.2884125833932,60.3977756327832,77.8949569636452,73.5738054768544,64.845614897342,59.7875338602608,66.6564256183658,74.9453292083732,84.7031257173387,76.3028756965517,73.1377104946115,80.7880234543521,79.3129927930394,66.5846442897922,63.028601822249,56.7405006373479,60.7316811377938,40.9412204309902,42.2190440911796,45.0633764090257,55.8016595802338,64.5165507043631,68.3922130167112,60.2082059892456,38.9947371670216,36.6169110306751,45.3032185425321,46.6300497921051,42.2672534996027,46.8123609033529,66.6089000397231,82.4806217587995,51.9924943822483,61.1873468355381,81.9249298010685,66.9493160666365,73.6201426013985,
Mauritius,,,,,,,,,,,,,,,,,57.4118656083123,59.1963644085928,55.3284392326706,54.1963968066013,61.166509936396,54.9557230554832,49.7610956374315,46.8064151350911,51.8018713945092,55.1899706371815,53.6173851432749,62.2477770908146,69.3943409101051,71.2310718606503,72.1551724137931,66.0488391843463,62.5469301958428,64.2815803474869,65.4606533090741,61.0819020238363,64.2722662622103,66.3433267369094,66.5153932614856,67.4160607531928,61.9443444715422,62.5337777069618,58.7827027759166,55.3874902112144,56.3927504302696,65.8581645473723,72.9078713264425,67.1708676968654,66.0986777759178,58.3655882891598,63.7769785389273,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,11.6492362498553,10.6197938790048,10.0947514970422,9.96749313797348,9.8582694937363,9.52716027784519,9.00746575032434,9.01068849700866,9.3524938642133,9.26079071103109,9.6517804207068,8.7190899796127,8.83418787678637,9.46629375706424,10.5758898343327,9.61965540105548,9.86747104218238,10.2207436509697,11.0378896122051,12.452905758314,12.9739182100516,12.9357369155311,10.3155629234115,9.42100741600353,9.55264409076886,10.3338469947368,13.434244233577,13.3859822019915,18.5378300166275,19.0617318060501,19.7053901044648,19.2724517635204,20.2715398113521,19.1736844855714,21.6033558048048,27.7034317069544,30.0189269530776,30.3734650632175,32.8141346248724,32.3565542860035,32.9332202343806,29.7739296044496,28.6391035583938,26.816317657853,28.3737044619949,28.5530690856717,29.2158214010062,29.5079686636669,30.280773200148,29.0649174481285,31.7356657332936,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,84.3192488262911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5580834597285,33.976833976834,40.6166941034512,29.7240980897254,44.1164112133152,57.957941588377,73.9170207807361,74.2863692200036,75.038249224793,67.4197199124528,75.4319113197687,73.5349297654818,77.9339174772248,87.2466376199097,82.0003924477871,91.6717515218169,91.8976733600098,97.1408454692627,93.603529601824,73.4916432235644,78.2279502846247,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,71.0337457059043,64.4575700679617,62.4217673495892,65.0716280755904,68.2065889657193,81.3931079203182,72.2622586177126,66.0225087773622,53.8773712653262,40.3471934634212,82.5353274583282,36.3626537077445,70.4098697898505,54.5266015870829,41.5622866421294,42.449750057673,47.3251039156922,59.5076962662225,62.0828979291603,67.8898582905716,65.4999858868292,67.7906371363381,67.947343980886,70.5415433150752,63.6120760945846,53.486718018422,58.2659779919383,67.1809774838492,57.5357578386414,62.3518588860938,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.110210293901,61.9864103158057,59.8844202632159,46.9880140388054,58.0870164091508,61.0758126721763,78.7966142463586,86.7232237330286,94.0985426175152,65.8806522360026,63.617645048174,
Morocco,22.6986101851285,24.7780659459477,21.0928446353175,20.0788278958098,19.1370696574614,16.8900804289544,19.3734542456719,20.1738453554748,20.0543642404108,18.832187888955,21.5793416912242,19.7259215490205,19.2229599485971,22.106022780465,28.1926058437686,33.3459668781412,36.729388988573,37.321195313599,30.0683540631686,29.8646100285286,26.7415310028344,33.3003521964514,31.9664523535028,29.1602910794239,33.5946714661725,33.3548304221628,27.7791760028903,27.0276233508486,26.1862938628622,27.3663481085273,31.8616999462465,28.5471199090281,31.4909454677938,31.8155865166592,30.7469443049204,34.0242880774719,30.1862780649327,32.229835620337,28.1054151436711,29.6396787218696,33.3513819935381,31.9421578698036,32.2603530103766,31.4931627748045,34.3241289862677,37.915285618719,39.6789435761002,44.8641306993545,50.8692111264831,39.6921833465538,42.9160201072351,
