Imports of goods and services (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
China,,,,,,,,,,,2.70451579339801,3.01738940289689,3.42778742492386,3.78270417243492,5.26042225175446,4.56768795886694,4.47266622257412,4.31833061994241,7.06807977601462,9.43936375842069,11.0132000490297,12.0684744364175,9.30194947534784,9.06564271677757,10.3903107232913,13.2893480847341,12.4808667249785,14.3801769026018,16.1451848507003,15.3354756577025,13.0852259447201,14.3086916682691,17.4653006314961,22.3266286700368,19.9508352451945,18.5825085262641,18.0037085959727,17.2587555983891,16.046654798406,17.520803727345,20.9172201142107,20.4803394411186,22.5620057163194,27.3574362982798,31.4003424036795,31.5516541517902,31.4332634689838,29.6139791791971,27.2642655589441,22.3030016750471,25.6554671960758,
Colombia,14.7216610501078,13.7919301900725,12.1951726099449,12.3435674769709,12.6119213561077,10.4025487848205,15.0757414182141,11.4601475397405,14.2908702086771,14.3729456372929,15.817063967221,16.6788544038592,14.7668421108146,14.3938149827274,15.5094542458683,14.0703223673687,13.9027183527157,13.2676194064766,13.744011677792,13.4587577398372,15.5781976678298,15.4329317108918,15.1764025124755,13.2279597914566,12.4721773839232,12.5254665345921,11.9933894680519,12.9187139887458,13.8603003210884,13.8166128060297,14.8209502321965,13.9083083578934,15.7571018458516,18.7593258556815,20.9191756155692,20.9634874285564,20.8446454849312,20.7555243452086,20.9015722165226,17.8027005640253,16.7450168922858,18.600840062007,18.2049920151906,20.0467802563369,19.2588925858293,18.7901162995802,20.6603780170775,19.9378848545023,20.2722254213293,18.1808625612548,17.9279300640374,
Comoros,,,,,,,,,,,,,,,,,,,,,51.9429746513106,49.2125874931183,53.8391588522774,53.6826987951807,55.5356827194202,50.0583271491717,41.4928038295525,42.500212657573,41.7713125427771,39.2889246476708,37.1463407468343,38.207669108143,41.8504641062761,37.7117054346661,47.2482579410738,44.5664193890246,41.3809480730957,43.0239321026215,37.256959382181,33.9135257146193,32.5365686247229,30.7928769160848,30.7594464289795,31.1898583821772,32.9758489094404,35.754219133706,38.6101167512048,41.3257063532903,48.2827568001707,48.1649295299181,,
"Congo, Dem. Rep.",19.4166638383244,9.38716698846171,7.44126622227137,31.6826432965755,37.3044781099002,27.2332240533204,38.0208872502552,16.3713624769924,15.3018689552963,14.228808155207,18.2237234348908,18.5359840797523,15.7774083035588,15.8762801302193,19.0304796081741,15.0909308047259,19.6491670974775,19.67275173517,9.19737021747845,10.0414716496625,16.351908825856,17.1419759362471,13.9525951304459,17.2908522175166,26.1173059244021,25.634337521456,24.0315059446631,28.8617217814447,27.8220236198779,24.8386899074158,29.2045678451295,24.1248313397236,17.5243014086361,9.10913191998372,19.8913913477854,23.7262435865282,30.3134939511556,15.00000024,32.8892184263471,17.5594325041528,21.3732750540856,20.6885041484286,26.0745508685156,33.3466598882778,39.1685657523484,42.7331466227831,44.355978091204,37.9389924581159,38.5559977531513,30.4632786383701,38.772150223128,
"Congo, Rep.",85.6071665527057,83.661202288078,62.9517143964325,57.8475222504003,56.4490109782677,53.086408829957,51.1070110701107,55.821944490059,57.2347427652733,56.8940823768258,57.7631447368421,52.6493621253567,51.7874492753623,43.3774751655629,59.474733853797,63.7469586374696,66.5557404326123,65.2659574468085,61.0690872415532,48.6274509803922,60.1276359600444,76.0937788443788,68.5070422535211,51.7642642642643,45.623369848722,56.0053564070869,53.6685339527258,38.6208863493996,40.4248861911988,34.8288072972526,45.8005249343832,46.9884220111877,40.0824317362184,50.1309827654256,74.21922716723,63.6053777693619,59.9522966838501,60.161540163753,72.6240326928093,59.1041192299731,43.6137840785169,53.3102572865303,53.9408047888261,76.049411739465,50.8384058856601,54.5053941976392,65.619966684317,53.5231132319278,47.002482232474,50.2054360986151,54.6979250657798,
Costa Rica,26.1772575900347,25.3985704798594,26.344708779756,27.4337669084285,28.7539626179881,33.4835148893057,30.8436734264493,31.6277858744756,32.9100595131847,32.3342710901119,34.9896549188465,37.6404665315902,37.1053330914371,37.2215214936171,48.340987151178,38.5477784237998,34.9107154480229,36.3347743523982,36.031449294331,37.193357889576,36.8190209934618,48.1761790631994,42.1648712675885,30.856848730403,29.030581011859,28.7203541035148,26.9543500885066,30.7329857028239,31.5732972073138,34.0907932219129,36.2817317027986,37.1220302585266,39.8435215745663,42.2397413000409,41.1323034364122,40.3654757993466,42.7861786307505,44.5876832184617,50.1092852508103,45.9271230855605,45.7662001284248,44.5310864436736,47.6332784227254,48.5352762666853,49.4807615670518,53.9743553381271,55.2773060662737,53.5160789001481,55.1915342781316,41.8986319649544,41.1648793533399,
Cote d'Ivoire,22.9045205041557,28.1035365243693,25.7469289773552,23.5198659363958,24.722769983607,30.1242196520195,28.6963551785586,28.791287648297,27.9949636246283,27.0697936171566,29.1076311888797,28.4273264828534,29.0066508284483,33.2319797392837,38.3761837384697,36.5847842287002,36.2477535978321,36.3305621892022,37.4354942053135,37.6626058764117,41.1786603635375,42.2841953841192,39.3267929812961,35.7203170556172,31.7912704948256,32.3976007318089,30.1814487550001,29.6202580844427,27.8901430252082,29.0552084055325,27.1116209418395,26.9860949684316,28.1155784093016,25.906068975621,29.3092561518045,34.4430442417373,32.4182809232885,33.090237985167,33.048229038204,32.1847109041521,33.3234457373225,33.4639914102017,33.3996601297349,34.9113230927749,39.3547606869438,43.5872598655964,42.3567787358616,41.940784094209,38.8029568858952,34.1387271474434,36.3038529679774,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1283493728496,54.1641558169015,53.5741332905607,45.9156736989952,41.5384324093914,42.5162714543659,48.7596498889439,42.1791662880026,42.7927355439741,44.9567188324222,47.3539751331391,49.3040214940015,50.4416888363007,49.3198909473717,48.7488880288419,49.7548441779794,49.7598255351128,49.9386844992974,39.3612944125576,38.8323249100104,
Cuba,,,,,,,,,,,44.1811785901808,44.1828897702324,44.1831921437906,44.177686389383,44.171944744479,44.190179873548,44.1914456788442,44.18470406133,44.1501575651335,44.1432365500922,44.2813555141382,44.1977746822189,44.1509960143348,43.9774250828779,44.1086314615456,44.9719503169159,43.7798705243528,43.9171026846914,43.1095704199607,44.7646633613333,40.875447957141,29.0649368232347,18.2286005632055,15.7216204591705,14.5361828898544,15.9069057034751,17.3116203587118,17.8308142331134,18.2518281358066,17.3310347502054,16.9460693860992,16.1261611006429,13.2022839859007,13.6350848850327,15.2897169840954,18.3438779482321,18.4748047574897,17.6313701400087,24.3496551338515,14.9064044471135,18.9624765736068,
Cyprus,,,,,,,,,,,,,,,,56.6926070038911,62.6235399820305,67.7617584495392,62.9220138203356,63.7662750079388,63.0672076573056,63.3219214611872,64.2404157046472,63.9746616986108,67.1003407399268,58.8314641983447,48.4227631641754,50.2696326352411,53.5046853488901,59.8741597111439,57.1076429940918,57.0942547575428,60.6400464081987,47.9250007634287,48.0866683101871,50.0908022136623,53.6715375846638,53.5675298451792,50.7392571012382,50.0071642961645,54.5136445754493,53.9167424946386,52.3122075407982,48.2070167792548,50.2390690552417,50.8867118240514,51.7552716146558,54.1962050246607,56.1867299126511,45.5588339431134,46.5576868021758,
Czech Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5742574257426,45.7415760148581,53.5663675011809,54.3050982739699,53.1601712569666,55.0664088230521,54.7684056441916,57.2749951134508,55.3128676778114,56.6234476501072,66.3945999600762,67.8519046311262,62.3054318398722,64.0626515748261,70.080951782069,69.0358334266129,72.9930060772059,75.0823089498962,72.5395866732231,63.5848273446474,74.5454104223967,
Denmark,34.3218143874702,32.3423402312106,32.5049280412244,30.79128385581,32.6280125554854,31.5401493383373,30.7832083643087,30.0014599697564,29.6967255279534,30.3941810727823,31.7482258958924,30.5748280025018,28.4320220138606,31.4977876350315,35.4529531007065,31.8907657212179,34.3024444932619,33.385955640418,30.9313598067249,33.3107968833739,34.8304167992364,36.6383920682311,36.9280047567849,35.5066601653405,36.6302676640005,37.6912757886946,34.3175206036781,31.4448992263262,32.0237256514911,33.5392872279998,32.5539345837973,33.1090176505639,31.6105868662413,30.6727615103602,32.444405775146,33.438935995959,32.9213605014736,35.0623333727183,36.0552244513864,35.6116699753517,40.4720227703574,40.5540984613035,41.3501639425469,39.0525662727415,40.4460571007652,44.0834760819721,48.8916495419692,49.9342875209997,51.5621577592816,43.8372648678919,45.0605477565871,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4343970881298,78.0607942605507,76.8022975247466,64.2076337794863,56.0300285523011,51.2175544903681,50.3855572640811,50.331333393033,53.4529881986341,48.3559298728807,50.3821250993974,45.7718719834543,43.7495478550242,49.0699264769734,54.1691235480465,50.9428750146853,57.3303084635369,77.1495689912604,,,,
Dominica,,,,,,,,,,,,,,,,,,60.9979633401222,64.8573302722204,90.9698996655518,92.5612583819014,78.6956764919738,69.5486789349234,60.5653382761816,68.3869903953172,59.9519122398377,59.216787838731,61.3384534208829,68.7842983758373,78.4091153206978,80.5353256985209,70.0069789400222,65.3037190828402,61.0149120844133,62.7960937713154,64.4089939842748,61.3674786967418,70.3274513645063,66.6246307141032,67.4505464102919,55.6914472234256,49.2379343128073,46.9469573566579,45.4013106807777,46.7023241310328,53.2747636303457,50.4296828832224,55.7207762178931,61.9230049272695,56.233035012653,55.0223413560741,
Dominican Rep.,18.8132135874222,16.3430628116648,24.1839591965619,25.97789469087,28.0323779135573,20.267988569503,25.3379400235653,25.009663703131,26.6425717240642,26.1113375339803,24.5927012428081,24.5979356697072,25.4818099005776,25.679191054379,36.231884057971,30.0169469392307,28.1900098709725,24.1786748340808,24.1705764075067,26.9931620980714,28.9398287660762,25.0172017067982,19.2491196223286,18.3020178215428,32.8448077526786,37.1024604551426,33.4645130570416,37.4245515555077,41.7473063444513,44.5267966607835,43.6912231374299,43.0569734091682,43.9964932081939,42.0465201155821,41.5601483917933,39.3207711328442,38.1598343777383,40.2004344373795,43.5526151782238,43.3241123587726,45.8667856119169,40.9950738939967,40.3340377111381,43.4165726924869,41.5557984011208,35.5041264624971,37.9751872979863,37.8737354497324,39.238763914489,30.2521333272495,34.0079721469626,
Ecuador,19.4882214330433,20.4542000940003,20.5538545167273,18.9097041072979,20.0662786263199,19.8868239876772,20.2550647384277,21.0418085355204,22.400513478819,21.6915995397008,22.2222222222222,28.4125992474328,25.6861721160461,25.0289246439843,31.5333662668694,32.1574550350779,28.2195649585166,28.8933839494876,28.07717101004,27.0242083472454,27.0954186352159,23.8831615120275,26.994237709321,23.4999562307056,23.31078017084,23.2446143525954,25.1528373344521,34.2385909850171,32.3070155713541,35.9655551917486,31.9969098961082,32.0285645727583,31.1817199903569,26.687034218916,26.3500777607035,28.2580703126394,24.0925313098052,25.7150107061631,28.3594929273323,24.955019599031,30.9966095664889,31.1375610400351,32.2060188225048,28.1332495631121,29.2670453636938,32.0009260907472,32.9670232177626,34.4341452997868,37.790252322679,31.9749922056806,38.6184832221868,
Egypt,20.0942416851441,20.685079879363,23.0284558693684,25.2142243541798,23.0687869762374,21.3452407806747,19.8965159969994,17.7613066583542,17.0000380372505,17.5129677968824,18.751635888046,18.8917350885392,19.1333075865761,19.1603390797868,37.243606165193,41.280182538111,33.9973248437894,33.1975056567594,37.0188846711544,48.3353008694046,42.8659752437439,48.8048524358016,41.9325349540203,36.4294582213938,35.8125168981193,32.0415331343685,25.5944304396568,22.7662857514142,35.1611294689906,32.3514035865915,32.7132861758012,35.7956901505261,30.9130122214234,30.090206185567,28.0571428571429,27.6960784313726,26.1987794245859,24.8965776607747,25.7132915796799,23.3094928478544,22.8168185827698,22.330638416504,22.6708892329243,24.3832335478853,29.5899442082212,32.6090994740639,31.5687227463299,34.828141783029,38.6376326074819,31.596622529265,26.1312779711586,
El Salvador,24.7890025575448,22.2243178674714,22.7566281441196,25.8550467121301,28.9285563097948,28.8110116054583,29.7788097487547,28.6580622483335,27.1034687572318,25.7937878309887,24.5489517404348,26.6145080941774,28.1264828600822,32.9829715766016,40.8312725333883,38.2162475182898,36.8168777826206,37.4729739881228,39.529917747653,37.1412759609808,33.2449170751252,33.58780302021,28.4703367548859,29.9092847751361,28.5365352566064,29.8867713380148,29.0459613976342,26.1023178252919,22.2850225210616,23.6905080185001,31.2265498028059,30.5203481610744,32.4348021492518,34.1079016906752,35.2076224829891,37.7579265072604,33.931376785101,37.5518251935934,37.0834302058521,37.2814624673767,42.4336629863323,41.6340154355558,41.0772575087197,42.9742069689699,45.0801668533956,44.1616258526483,46.1669910030349,48.2946943282483,49.6985674956838,38.6747979284643,43.6419086765309,
Equatorial Guinea,,,51.3600572655691,34.4879518072289,38.4281982823533,33.0510437849108,30.8445473399894,32.7159386492062,15.1925518408802,20.2303540311955,45.0917470709855,49.4924420408706,44.378388661657,53.5500644697626,58.8423726941345,50.8125532376864,52.486769434871,52.6730893392918,,,,,,,,39.5771739768798,57.3969895980961,74.8291385513876,81.8252397570079,68.8668184878546,69.5924815207578,77.8854473822079,36.1608611193877,37.6794192270927,104.993693485299,104.214205769691,160.416697010127,123.366248003152,173.48456675344,,85.3585832835106,92.0878991225261,52.3423606810025,76.4249750969807,54.9889555544431,43.6074720757606,33.0993291664563,30.288072329762,31.5580899768877,57.7874109465686,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.953583024649,71.5033107169133,82.8621152906693,82.9346092503987,87.3837499432927,85.7999538709925,80.0930826687861,86.7248286299297,81.7624294897022,67.026118085295,69.9747929340682,67.5666750766428,59.795828694861,54.9419431279621,38.3605412952422,35.9453508650291,26.1343072573044,20.4392755806214,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3598223815005,70.6743557271377,82.1550013716371,75.6733877991968,72.8966337808747,82.5942476813493,84.5901559394774,75.3453642283001,88.2006581002,82.3028213525982,78.288359554625,76.6802146676566,80.129543298372,84.2174164609533,82.946735395189,78.1304260044418,75.6224827887229,58.549855907781,71.5857904711534,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,11.9305208179466,12.3737990605624,11.310357084331,13.8883368513001,11.4997218434058,12.1987016414623,11.6505005677442,11.5646656853749,10.5442910015066,8.84606699355347,9.17544049035335,7.61849991155412,14.4019797525853,14.100515073524,15.7260370050538,16.2784980053085,17.8666240307394,20.5084875561246,24.0392175273865,23.9711463209699,23.7252830493774,26.6044239038653,27.4143966498462,31.5793901932111,35.4794990964736,36.5861395386101,32.0263406682445,30.8349802664928,28.9092862054936,32.4839291141772,
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,39.9103139013453,40.7965554359526,38.8319672131148,48.6381322957198,50.089928057554,54.1952054794521,47.953216374269,47.2477064220183,51.8518518518518,53.8606403013183,51.6162669447341,57.5743275129778,55.185610409491,58.76439361105,54.3555555555556,43.634413966563,42.4378858413972,46.6747811579109,47.0663765309029,50.7040713447548,52.7193393706856,57.4323226661617,49.6362295772562,49.0369519012739,43.8955640241512,44.7398307633878,39.4745756311145,42.042042042042,51.1463844797178,60.3552798614132,67.1565656565657,60.5044074436827,54.9146505668245,59.4487408288717,59.452177817692,58.8473059294814,58.8453815261044,58.440011908306,58.3042197041043,61.420019344888,70.2634124787017,68.725394501598,63.9240534599638,68.2465594864972,70.4159500039139,65.1014520574026,69.5713237317336,63.6677473709014,72.1701252728832,59.1317486682192,64.4372614391405,
Finland,22.2407505421844,21.3817561912241,21.4379545862883,19.4076250867866,21.1987576601272,21.0452003212796,20.6314224815535,19.7890196746197,20.2324013177622,22.2788305711138,25.8686809798168,25.1735266965893,24.4275067776356,25.203008405902,29.8892315673663,28.5381285381285,26.030411186623,25.8458520928989,25.0634850255956,28.8781572455964,32.5104489280452,30.6943335993615,29.0425531914894,29.1082004797588,27.5146637307568,27.7643035368428,24.7356470969835,24.8922203361824,24.6144052623901,25.2672290042828,24.0841506560975,22.6222467348064,25.1557172632314,27.2648187429988,29.094837337677,28.9910892738175,30.2266697602163,31.3577947476253,30.4961802608226,29.6931843264852,34.4370059381974,32.1391648957556,31.2935967586985,31.8791185383183,33.3390251270802,37.6684092511545,40.7733840074805,40.6884279597398,43.0823504066354,35.6629453158511,39.1150728072958,
France,12.5691723938445,12.3388102552784,12.1168866838833,12.4670893684467,13.049451022047,12.5741333538459,13.2487383966344,13.1040467393871,13.4614928423301,14.8020062447772,15.4564651843045,15.4274345537622,15.7658304763606,16.7948806072236,21.6607140354006,17.8379994493582,20.2575389147562,20.3582831411246,19.5056347247397,20.7017262205098,22.9763052656764,23.942006972916,24.3973281286478,23.2165549812728,24.2497549431841,24.2597512848135,20.9998811368709,21.21796767278,21.5709025713508,22.9339345888555,22.3688588082651,22.2179672837344,21.2145523243451,19.5789069300678,20.6376869070476,21.4816152405029,21.7672691929131,23.0517019612779,23.9337723550737,24.2216544442074,27.8184324932825,27.2236472245619,25.9789895520697,25.0161470881334,25.7392782151462,26.9928603229632,28.0690006022528,28.4046667633069,29.053613168596,25.1517681003541,27.8092704925505,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9936989012744,25.1159139728982,24.6193222546535,24.7122846823699,25.2268152381616,25.6864683943071,26.2350689563286,28.7377186564736,24.2287049061251,24.2287954688592,,,,,,,,,,,
Gabon,32.6272095078447,31.6628120761341,30.7683995956648,45.3936620852293,35.9514816228297,37.2972972972973,39.5695264187958,48.0539071856287,49.2455146102841,54.0508644027053,37.988818326521,52.3311132254995,72.2578801843318,57.6660273122284,43.2606941081517,47.9022491349481,46.0992907801418,51.2605042016807,46.9213649851632,37.4030406453615,31.6301703163017,40.6955693187232,39.666919000757,43.542521086435,40.2004883691042,57.2809063645452,54.7043352846356,45.2195072258416,41.7914367800604,41.1980531636091,30.8589411329137,33.2714792545206,33.7932892309954,34.5484230282306,38.2510468215644,35.7476971557854,33.0076558637737,37.2322537068605,48.5684310018904,38.1189481017067,32.6697522310293,33.0424349436999,34.3421680437565,31.0846648290756,32.0224672215514,27.7005403749809,31.8100488130786,32.8814379825885,32.0068779791906,38.5140119944672,36.1846226633252,
Gambia,,,,,,,43.5773223559215,47.1898529754959,50.9933620991254,51.0916641870351,40.9088609453878,37.1812751091703,40.7557432432432,42.3810875,43.715524100061,43.6145978391357,46.3548688423412,47.5171133981862,59.8879866071429,63.2552165342493,63.5984788390037,66.7570400226962,59.6381544111458,62.4822485815627,64.789190685966,53.9166152659395,56.0983198506534,59.2869051768324,58.453280340282,65.2774183690758,71.5826770491682,74.9390363637315,75.8200832619643,74.9714241627819,59.0021545414004,73.0440334317649,63.1690997262428,49.8022395641933,57.6232589444684,52.8446119890637,56.8456892501202,41.2995878546784,50.8047474727473,52.3401339929611,67.1351221335992,62.8371823288295,57.0275543249684,49.2319379940711,48.2855921052632,50.1261933534743,48.7,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.436005625879,46.5576005453306,45.0871080139373,45.6913827655311,31.0704960835509,66.2578742795872,71.7501478938092,109.130507932865,42.3267816009081,32.3705506761001,42.1425938796185,37.1079153255135,38.0963084693813,39.6672117044722,38.8685691193109,42.3997018143848,46.4221096673402,48.1823009503316,51.5677294052005,57.0167147963282,57.9505828189382,58.4035773401547,48.934008615609,52.2935130255498,
Germany,,,,,,,,,,,17.9045069113125,17.5820687964219,17.4698368807256,17.651575141137,20.2083898633086,20.2950615315238,21.9170789006116,21.72874133101,21.1023245578463,23.1064353835665,25.0854918174553,25.9659576700199,25.3932275093984,25.1409035900201,26.4721408785036,26.9680224447617,23.384513306491,22.6815428058527,23.1458298899575,24.7437007967739,24.8640411842064,26.0784569268865,24.4194370298471,21.8186104072132,22.5002805521266,23.1463348661077,23.8432,26.1084387744432,27.2087564423126,28.5246475352465,33.0769230769231,32.8060326371378,31.1729668886596,31.8011641443539,33.5050325636471,36.1032188455314,39.8932538139072,40.165946057237,41.837658662786,36.9513581806696,41.3578003875969,
Ghana,35.426731078905,36.4594536459454,28.4701114488348,27.4495546264316,23.8634525157741,26.7184942716858,19.6127502634352,19.9095920779718,20.7916723507041,20.3328831655659,22.6928685086021,20.2359530684065,15.2163106392853,16.3943796693935,21.8021068017849,18.4270313719459,16.0476234073647,11.5502449238004,9.68736432162055,11.1615060166079,9.15476544253757,5.32316203670439,2.9820358016094,5.98898065199842,10.7706219423555,13.5894205785198,20.135631516045,26.185555866056,24.0620810078418,24.3432245223924,25.8502573445995,25.5247945798674,28.7676274677052,36.4152047824762,36.7625142233533,32.9266521913859,40.0927650551778,52.9915459959729,46.7281927004163,49.6267640323725,67.2461736995234,64.8128382409134,54.8729914685987,56.6081026362354,60.3670091955865,61.7222971639139,40.7302927395048,40.8290846318953,44.4847192784523,42.3017498414418,41.0548679125589,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,16.1592313895872,15.8644712267424,16.3345049157888,17.3825856952389,18.3839685608854,19.6348842006963,18.1449190475773,17.4567903778581,17.7846935456862,18.0830609721483,17.8061525438785,18.3055792672502,19.5435622171778,24.2582175744713,25.668770364012,25.5723432697377,25.1481910681805,24.9687177929435,23.5229785854767,24.5788489127471,30.498648932296,31.0891729358718,29.7509441447013,29.8197307498063,29.0930767675855,29.2822071551807,30.1313585173867,29.2098915926982,28.1285982638858,29.9871818642409,30.6048576014064,29.4499851148963,28.907428775523,27.7416274170395,26.2196755423305,27.3848276021815,28.0111973404656,29.7035108830616,30.9820744904666,34.0175249854598,39.6042028109073,38.396766867311,35.7435608445012,33.3200703942435,33.4615056380512,32.4997580250905,33.6617718871989,37.0030344677493,38.5550710934764,30.5445883850748,30.3799817616106,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,61.1238452455373,58.7783748218006,72.6412863561126,79.3763288447909,89.5490939738727,82.957373988799,70.9188672935124,64.6213844856792,68.7234627482896,73.471694119417,68.8230900070872,64.968689788054,60.3706021415658,62.7854395358726,61.7288114804366,55.1094524012115,68.0893920066014,62.1901528013582,55.2667538873995,65.5689074362713,69.7160319783892,74.2881982177787,70.146383072196,59.6596763577854,53.9532016439812,50.3779194779186,52.8772357116317,53.7409764976663,56.8046073731489,57.4004548109121,57.4824701192131,54.4743527312231,47.450771014387,49.8429941958154,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,14.5362216656939,13.494939440433,13.422525358517,15.9328476401647,18.0894478766738,19.6109367996845,19.1342484991041,19.5115234782465,18.4166411607156,17.4303375979606,17.7783613445378,18.6970979443773,18.5361445739098,20.2047319841952,25.6650332006463,23.5332837562563,27.583439997551,26.2567284953002,27.2625442568431,25.8511278411879,24.9190851285858,23.6015098928568,18.6876218400871,14.5524848631874,15.1510029631121,12.9840160687006,14.592119493131,22.2940549256246,21.9362387654064,22.4740971397037,24.8419645279651,21.5676502615202,27.2962596372204,26.0758970457648,24.850947749203,25.4303863115023,22.5828356581591,23.5958431339438,26.2521333421554,27.3555827290684,28.950553509261,41.337127103549,39.7329219454201,40.185964361906,42.1026348967471,40.9939589532318,41.8864573493894,42.3332280206189,39.4069722835758,33.165481123048,35.9826799911411,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0724181540913,30.7037499536263,31.0745554059671,29.785968125832,33.4417832223645,30.5855840655603,26.0732793800333,28.0838451613086,25.8625104630352,24.5253728578745,24.3450700162612,22.8539822216048,26.9239687768704,26.0335323447116,27.8680173079467,29.4069616770506,27.9859465371804,25.1852826382494,25.8161001262611,35.1113216308051,42.6170317075433,34.6774244665422,38.6363516058137,44.7746709841422,39.4089658648951,
Guinea-Bissau,,,,,,,,,,,30.1886120996441,34.3119065808141,35.6300495178524,40.72647702407,39.2483861051337,25.946688528949,27.9352906270662,32.6021668256159,36.0531374452223,41.5264681110198,41.8418763140723,35.7185943446672,41.2851941194894,32.253695190021,51.2814332344827,57.7095194786264,31.8351045129597,38.9561527381422,51.1681963258641,46.1895159496174,37.0345134300732,37.7911227627539,50.1118858148529,32.7168642509054,34.3093712331167,35.1432633504454,31.8357674720496,39.8831346575643,35.84284451181,42.8164708927246,51.5765045420671,62.9540204540156,51.2224544073767,,,,,,,,,
Guyana,56.9568197395476,52.9817953546767,44.8833034111311,46.133421838699,53.5190176699611,57.6551724137931,60.1594650205761,59.7930872325417,55.1468988030468,55.4352186121139,57.0014936519791,54.6888880518426,58.7685664618624,68.8895781637717,66.4187647162454,74.9052638341318,91.0043183805459,78.7676719831373,63.098529004617,69.2255502716368,93.6405814323608,92.310590048765,70.0829875518672,64.5776566757493,51.3589858767438,61.8820529230769,53.2119861802462,90.7625845730056,67.9313714584861,73.5334049042961,79.8595632811432,128.033628459169,152.80572707422,137.22585629829,117.930012902977,112.116597738766,108.716221928015,109.476604482939,107.910420319182,104.550841043799,110.688627768845,111.418772748882,105.460488653484,99.7908888403164,105.657464225148,119.206521033765,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4960446976821,24.9661770390414,37.9069165011657,24.7129134203198,28.7141839966609,28.8963683917163,26.4419961114712,26.6203152531073,29.6993675455569,33.4145398298531,36.1411901983664,36.0009784319564,47.8606857161943,44.0097729846781,42.9398637188681,45.0185867950077,38.9418926900186,44.1913085119119,43.9101699487456,57.3238961914392,
Honduras,23.0299430015763,21.9258843346435,22.0760790374797,24.7196489517309,24.7483588621444,26.8160817851175,30.0754605305803,30.5467321330007,31.6171915493583,30.8682619943348,34.1078838174274,30.5061559507524,28.2067259061211,33.095891571582,44.0792653455776,39.6797153024911,38.1676575984645,39.2632551401163,40.2954156462572,41.372420397032,44.0568960990566,37.7017201631495,28.052349200043,29.2330205185104,32.0277191925279,29.8667422204895,28.3051067596788,25.8278147685708,28.9266025294563,34.3429451910299,39.9457605487756,37.575088880716,36.2765957446808,43.7039975318436,49.8614094657335,48.0790252486203,51.9670037476708,51.8174850377522,54.078764303359,55.9782608695652,66.4199569023046,64.5613850665824,65.2668210003686,68.1542429169788,77.0388153133848,77.4833888934796,77.0771787621789,81.5616434684252,84.4236886023517,59.689519349806,64.6090799504275,
"Hong Kong, China",92.6631965841668,81.4130434580173,80.5587504222991,78.3282329600202,78.4648092500135,72.2899340407227,79.4760437097226,75.9987071751778,84.8508681710932,86.2070740874221,85.5064935064935,85.2628813750141,76.5512310370555,79.1904854180796,81.9718011237146,77.8421126959469,78.7808238703853,76.8935565813553,84.6530840859763,88.4629397598927,89.376019860253,92.7280085566444,85.4294604110374,94.2837468747545,98.8234436898156,97.3809979662095,100.411299619086,109.51387530143,120.881685993401,118.557512288632,121.984138909759,127.380041835428,132.681515671696,128.54979978362,132.834735123679,147.649405461313,138.360657871085,131.008685561573,123.964002710472,123.053080996757,138.81819906652,134.188565737236,141.235514525011,161.768876729991,181.284178701053,186.268380358602,194.138774547449,197.128822325687,202.179532513502,187.605604805951,217.349004334068,
