GDP per capita growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Canada,,1.11938696476584,5.14293939956734,3.24053891560001,4.70626113926281,4.72361189192019,4.61786458943145,1.08005791223495,3.61012910327506,3.83838011857607,1.15945396023169,2.57103434950403,3.77695236298801,5.16734456283132,1.84847056767754,-0.085084370339061,3.8171022303257,2.24956577766761,2.91561232116186,2.77444191463634,0.849910561999764,2.22699673455178,-4.02306310155701,1.69288776367813,4.80169273018083,3.81071243363238,1.39673127685087,2.89458943425458,3.62789527775358,0.805319507049134,-1.2923310336341,-3.4151849982626,-0.355401255463761,1.22472498112258,3.80161145404414,1.96052886837946,0.530072284876738,3.13003454333449,3.20023957632378,4.66222754987471,4.30817060529239,0.761440851731294,2.00529088944651,0.871140709868669,2.09183906217916,2.00837892320096,1.98951026225997,1.10241277945202,-0.487915607720794,-3.95335318596639,2.01629880918345,
Cape Verde,,,,,,,,,,,,,,,,,,,,,,,3.52165525743773,8.27774642528773,7.94304904513892,5.95505980558993,1.17737961084816,1.6441470449585,5.09254835715762,4.53010681598155,-0.892376799507332,-0.722973121452995,0.692738937582746,4.17527582652599,4.07510974761492,4.81585892995442,1.63029000892172,3.17241607941021,5.28108346806641,6.55716377280149,14.7192944702557,4.26379586556409,3.50491820473991,3.0241099660619,2.77137322616028,5.14704097898205,8.90186375730462,7.57936653430011,5.25020210595837,2.6709921321084,4.47929613733349,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739532034814118,,,,,,,,,,,,,,,,,
Central African Rep.,,3.18770784307591,-5.41017874103933,-2.52989504476373,0.138558165326558,-1.03080594667402,-1.39088983066617,2.50326606300473,-0.71590822455974,4.88707009107834,0.28698830565537,-0.825212489128944,-1.89262711238992,-0.040607561166141,4.26319750252833,-1.65434782272449,3.17676999901775,1.50359116268208,-1.14992927242442,-4.88615825007143,-7.0051613036542,-4.32717151403288,4.52527568008978,-10.8601177371476,6.37029914375064,1.20390596995981,1.12882580729759,-6.99437029684027,-0.393144672101329,-0.18227527843284,-4.35697313420397,-2.95218670325441,-8.77826569596834,-2.22914759916823,2.26455884677547,4.61467216937757,-6.21906626442622,2.95537298880757,2.47701865469523,1.52694014818672,0.384227439922654,-1.48127033434982,-2.19669093521823,-9.04504638085383,-0.589665815765699,0.728138819477039,2.03118652957994,1.87055708565849,0.146244856901689,-0.188082960949757,1.35483353783231,
Chad,,-0.728695893467133,3.11529805682366,-3.70925565593888,-4.58996351929986,-1.51349388072164,-3.8371994307554,-1.28806986400859,-2.49925494931466,4.62151859228604,-0.386886538934846,-4.51148899203734,-1.2770309828215,-10.5905331445411,2.51060343532279,6.60451814420372,0.84865187636558,0.214973975089364,-2.40127788392472,-23.0004718991025,-8.00790218708579,-1.17118177066273,2.93589967757404,12.8890887154812,-0.56439200076727,18.4804692619694,-6.85101735932244,-5.34595663713195,11.8925865264842,1.62197189688753,-7.11549759236583,5.26841791128196,4.7875333283319,-18.2094847725827,6.84596430416373,-1.83414884989985,-0.914268522840032,2.39802554582663,3.59621894507298,-3.8965240157782,-4.19897058804311,7.78301610034757,4.6428746276975,10.6774867239206,29.10351716177,13.6023385460348,-2.76289956641588,-2.5799072469212,-3.03564464834112,-4.14906737981194,1.6066965974882,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2248862006266,5.30016612450987,-1.96156484780818,-2.05552904817836,-3.62021067067504,-0.250631867605804,0.832557013953661,4.23835531529477,5.19064948594878,,,,
Chile,,1.44094426001134,2.55533194107369,3.49274643650538,0.206666291052102,-1.88766396080257,7.59897842616995,1.48459790271005,1.68890911685082,1.49129788754649,0.23152651169886,7.05760970084293,-2.54783391772095,-6.5374391105711,0.850131280767741,-12.7142006592091,1.91257779524435,7.1952002741259,6.00528038619272,7.18549205330714,6.60159853837587,3.17180398046615,-11.7144612561388,-5.32382649932333,6.21660836988389,5.35824829087591,3.8513114225085,4.82092136328443,5.50367298941698,8.66010174306983,1.87543268739361,6.02840725852178,10.2335561397108,5.05832165824212,3.87732229900564,8.82701547898415,5.78840273991624,5.10226521775283,1.86406415537637,-2.01437835753977,3.21335217722432,2.15553096214005,1.02016002558045,2.77223633708601,4.90775263782888,4.46176988578846,3.52967006162844,3.56532195564239,2.66037065689524,-2.61048584736702,4.22720872856459,
China,,-26.3578093760678,-6.87255100612566,7.66324706425219,13.1797017001714,13.6247198378623,7.65702950775089,-8.09327413690275,-6.57145162748054,13.7404214691749,16.14767540617,4.10080192128204,1.28034871176177,5.46413248066764,0.208210140500498,6.79679068523984,-3.11086135480868,6.14359561399358,10.2152071033765,6.17422407521116,6.45639321874951,3.86103221197627,7.50508461973173,9.30907251956923,13.6983695416293,11.9649466242958,7.1936857300875,9.82464957312263,9.52234007788458,2.51614267197084,2.28805877456091,7.7201567632388,12.8089787719854,12.6969383252437,11.8288722851736,9.70158359304642,8.85306558252236,8.18707395890495,6.77055159891624,6.67236566392732,7.54921137770313,7.51617997405356,8.37147375820055,9.31698230363224,9.44801805451118,10.6473380020249,12.0724657137187,13.6051203253702,9.0398601900116,8.6484144271359,9.82915041470522,
Colombia,,2.18367351568725,2.37874921178194,-0.102237310910652,3.50166800679297,0.037961284532443,2.29959617372477,1.22855351471765,3.4660097698055,3.66309291067304,4.21671920724084,3.37351171353472,5.1708779222735,4.3212616326648,3.37902207994827,-0.051882749968215,2.43715679534139,1.77276149078536,5.98856249359258,2.99196147586012,1.76056182465739,-0.009221600200803,-1.27340065155734,-0.625965268105816,1.13670493820356,0.90918294551355,3.63652657989448,3.2146434306897,1.96511220422842,1.37093027489423,3.97953549940347,0.32338723048106,3.06172161704836,0.475684227311547,3.90894327828941,3.31106803341774,0.242892159114888,1.61651361771788,-1.16758395500926,-5.829628955101,2.68323221494984,0.022038577507487,0.867829863843212,2.290592390024,3.70759168389765,3.1134848280373,5.09574886032509,5.32001065851236,2.04337189606794,0.208153855895233,2.56128488965565,
Comoros,,,,,,,,,,,,,,,,,,,,,,0.232766923112138,2.87046672263276,1.55242175253167,1.02932792609724,-0.60662117475087,-0.869953428482191,-0.962185326321702,0.156750984033536,-5.51738573932613,2.5752051051676,-7.652222292394,5.94728683464363,0.544376408696621,-7.56150426630077,1.07794774824302,-3.73980292055688,1.41253714155496,-1.29857921018119,-0.700887987782039,-1.21555067005988,0.62776329158109,1.41017455308253,-0.233444554134195,-2.88664990141952,1.45819875228959,-1.45305650367639,-2.18091239890528,-1.69520057751723,-0.855203084214566,-0.570713741496604,
"Congo, Dem. Rep.",,-13.1120514387618,18.1010514030163,2.48321176089218,-5.03016932512226,-1.75399740167441,3.78773318022579,-3.8138759756373,1.32677103469629,6.19629134551711,-3.06312878403698,3.06528638378968,-2.58849295223837,5.18591778086044,0.280311977524164,-7.66252605832526,-8.04855981564072,-2.20791318374768,-8.14108899754348,-2.48634601369245,-0.690485883893899,-0.458122437555758,-3.14299488040514,-1.31885093110839,2.65029006632712,-2.36899260890634,1.70444490832813,-0.328996918527906,-2.6004812057417,-4.50577385632033,-9.87490863823084,-11.9287504001907,-14.1023679830866,-16.9190914580728,-7.43409732767988,-2.5383198397421,-3.70582584941818,-7.8037337548339,-3.70958677682822,-6.3580730259239,-9.14442947937898,-4.71727915092255,0.507901615770408,2.64902718675313,3.47130663882915,3.37512318136359,2.11799646924283,3.31266178327022,3.30298447671996,0.030985816776408,4.3386854968544,
"Congo, Rep.",,5.60226576297902,2.47902370523008,-6.55731891023996,1.04265705963731,0.872048869017945,-1.40803477045765,-0.697624210247469,4.62413885766327,4.48488187359742,3.264001170321,4.5502502316527,5.33803152704434,4.946672731807,4.63581520175009,4.53608092940347,-2.02138352985517,-11.563379889035,3.33546882532201,6.68519917969985,14.2605513286397,14.2151514409637,20.0050442208934,2.78401695696881,3.90571741395014,-3.97794727756869,-9.45181591062001,-2.56036145113339,-0.99513537583482,-0.160173067621642,-1.7002190580036,-0.313877204721464,-0.097437342174985,-3.60379558546839,-8.01192238434138,1.1929537974447,1.42678556558818,-3.37561657662934,0.823088094186716,-5.21740602080821,4.8433739304472,1.2946810318268,2.19586107671113,-1.48392506651227,1.07920839058966,5.1329913559383,3.34741516772814,-4.28200841845788,2.66055967421019,4.60278061664199,6.01989826465889,
Costa Rica,,-4.35512337099236,4.40959644571188,1.19929674376058,0.695667993727895,6.35278500193795,4.61546100348176,2.59843608349072,5.39520001438628,2.79986636361507,4.80046586371807,4.22160015503754,5.69170680738098,5.26757827738061,3.10374108902248,-0.360871100311627,2.85924484277982,6.0628097338538,3.42181413668597,2.08909115245943,-1.99904759667842,-4.94061311245207,-9.83639084293111,0.036350424951664,3.30228691780927,-1.68828220527469,2.95911597161478,4.05356778155179,1.11740889605294,2.37789703195739,1.29551763149105,0.055695462370409,6.53231299260155,4.8591335194937,2.22047834355945,1.39185251035909,-1.61428956582679,2.93984869340041,5.72265880591505,5.65395262393011,-0.476555981327593,-1.0387327186363,0.879747904034517,4.42905033498953,2.40921622123378,4.07284497807878,6.98211693843591,6.21937579706045,1.14307084679488,-2.76732316391649,2.7014118062071,
Cote d'Ivoire,,5.88283434752432,-2.62332933235709,10.048545667685,13.0224552322015,-6.88542742159028,7.24637434190353,0.532136931157297,8.12584886795456,5.14026353473737,5.82063859091788,4.83010645762639,-0.250180415024658,1.30816397477585,-0.289581846362481,3.42019750413209,7.85009923871785,2.49484497070556,5.94544349583524,-2.15238771555303,-14.8641379830793,-0.982750546622157,-4.0710700282045,-7.89809676831267,-6.61152285364914,0.469958561491495,-0.544947865935498,-3.86502970257769,-2.31876293770659,-0.509670665364936,-4.39058869710472,-3.26765811079777,-3.49414546836535,-3.35875743669169,-2.25630322178996,4.03654806335744,4.78290956528724,2.97432308332597,2.20316962714868,-0.692173963882866,-5.6676143260427,-1.86310244964754,-3.08189449342248,-3.10546081388131,0.207465238634953,-0.368458854011209,-0.991897938724833,-0.035097896988461,0.49621495478462,1.8035829124984,0.98521523254638,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.3644889991368,-10.9232529943443,-11.3953343742557,5.6427961822346,6.31744258375788,10.0449123608207,4.72596883466008,3.58537521239732,-2.19454815241026,6.75085088381036,3.32915470886277,4.87826570700385,5.3710676294592,4.15189487096099,4.20937819738958,4.98250781957184,5.15466328177206,2.21539312416492,-5.88658148700856,-0.943514424276486,
Cuba,,,,,,,,,,,,6.69439160739755,3.02814696278675,1.74140057485772,-0.518108212221165,8.0594819723914,4.27227797005875,7.70519580327529,5.76800106866091,0.414365404194058,-5.41071380773462,19.0808080113784,8.44218918135493,4.95091081087413,7.36266861528357,0.914660628584855,-0.751618626959754,-3.36878829203488,2.60705050308351,-0.35040304501004,-3.8357452886448,-11.3950854084077,-12.1820428201697,-15.3798702347614,0.186264411327969,1.95949272393688,7.3619500210919,2.38214081265467,-0.199626997099344,5.83667253509803,5.57314636092616,2.8501347575647,1.10851548355923,3.48952030937593,5.51724458609904,11.0112889324006,11.9575515404011,7.22822219060446,4.13329540225462,1.48764221859639,2.10659311695383,
Cyprus,,,,,,,,,,,,,,,,,21.244869257878,16.3479769088212,7.37834945165015,9.05434706313555,4.61064081177591,0.828825653144193,4.77451436230128,4.71504402130587,7.35775451160319,3.61523646938818,2.52140735267371,5.90727103912346,7.50078635132655,6.41951060163497,5.1399699533366,-1.83474416951631,6.52783604679704,-1.70262806506436,3.73220228670847,4.1937191372725,0.238377998421385,0.907962382344294,3.76316765141797,3.68014499077101,3.93141404321331,2.91033121000477,0.82734451983697,0.183248890748942,1.82692476884621,1.43848588351435,2.13674660329227,3.59805935784499,2.43821960174479,-2.51907088620806,0.569303999839036,
Czech Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3992572646674,-0.616844722701131,-0.041188536000632,2.18216903467967,6.01005432492336,4.14857861923261,-0.623821946831484,-0.664925735943939,1.44310233982374,3.76431567530014,2.81499598786689,2.21274792811117,3.57682837446231,4.39612615523642,6.11057386343477,6.46143734379992,5.46320539359905,1.57729636725719,-4.72331943110674,2.02717734434077,
Denmark,,5.63874355341876,4.84744696606228,-0.152610055415707,8.40011926479718,3.74368486786558,1.91919801654382,2.60941458618539,3.34383771840574,5.7361514505918,1.26231511940887,2.28860875116771,3.58082646528139,3.13391905334936,-1.27667596013833,-1.50578944380658,5.82716839801051,1.66173945049215,1.95737870594048,3.69510938995387,-0.608479551222828,-0.858746536701602,3.79022082313463,2.72236859035485,4.22014990955752,3.98228513902706,4.80898840028399,0.162985662225523,-0.19117638267771,0.512587160015215,1.44250992982838,1.03787481343743,1.63881371944153,-0.421919015082338,5.16963093547092,2.52964102078883,2.25422102457928,2.77048743771142,1.79012061522481,2.22165384544415,3.18320594243717,0.344638596402376,0.145385021631881,0.111147690316244,2.03246120853389,2.16331862714567,3.05546644391283,1.13377220564715,-1.36508512855515,-6.33625736960323,0.859075720531209,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.46226810031432,-2.17020534393264,-8.02837422373935,-2.50190885053179,-5.53976552985449,-6.77837025848527,-3.92451488130831,-3.26928067959446,-1.07100110425779,-2.37663899692177,-0.358295608176093,0.516129128357988,1.29954142172504,1.98235918799581,1.30254312999631,2.8512851002416,3.12552193351942,3.79892386487455,3.01844404793978,,
Dominica,,,,,,,,,,,,,,,,,,,10.5258964912752,-19.1865520902927,13.6689896526178,11.9921807898026,4.42257702393216,3.26734981050035,6.18642670570063,2.07544373165767,7.97955376281803,8.49484948818772,9.50479562871342,0.456979429721599,5.72087963851298,0.727214016581826,1.87479577454113,1.36811110912703,1.1910666333103,1.95471331685673,2.90133109425904,1.97502524788662,5.61463948951864,1.28161809883038,-1.79093649138044,0.14178905646159,-1.6008065188213,7.7363792746453,3.48418892289631,-0.19387172173127,4.98849589983239,5.91925548338013,7.0258336901985,-0.098917595031637,-0.056735493293033,
Dominican Rep.,,-5.52372879522454,13.2381218418431,3.08276838565355,3.39383482068661,-15.1915028383865,10.023482535392,0.261646359800594,-2.67085709957061,7.74254965992513,14.9425973470262,7.85799649162917,7.45858029189661,9.96042770876859,3.30904587057428,2.58240048414787,4.1411763629151,2.49277493457998,-0.238461980890236,2.12575571849007,5.50440316952194,1.91659012232735,-0.586774810846691,2.30054851516337,-0.970342648428328,-4.23951965928546,1.31900520788537,7.81147497732289,0.049579307113362,2.27847951775179,-7.3490723427996,-1.0522369097292,8.36078171961836,5.17883608432162,0.410386173186723,3.60962340034476,5.28981189968296,6.21288419882357,5.28730737468399,5.03120699370285,4.01121091500558,0.242479710339509,4.18237022405508,-1.74630978740323,-0.181283682374627,7.67879250040688,9.09300236110937,6.95345769969175,3.80728470977823,2.06115767946673,6.33854776341754,
Ecuador,,-1.36639911509981,1.52839590530292,0.839835724083997,4.64637588924295,0.137527775747429,-3.03045707435587,3.84463104431616,-0.681148982740851,2.35840696965329,4.47479457473338,3.37492343374896,1.58146991716164,12.8292162233957,5.26486447113761,5.24920883208144,4.59286848292544,-0.563236428103963,3.82304219504354,2.29943369160175,1.58578236792151,0.570187722113062,-3.22079021311788,-5.09306997361266,1.14876549503514,0.296251054181468,1.46832872389693,-4.54360047605616,5.76864469630213,-1.38055253891527,0.345366693363715,2.8587825162345,-0.681222664213337,-1.79162983397956,2.6363115936982,-0.131068171385564,0.63669956896652,2.37466449045118,0.52824995440983,-7.75416436587821,1.16375272122946,3.59945733089886,3.33838665896965,1.51961094725783,7.00423197844427,4.03050278254737,3.11333574528416,0.49042949423692,5.6622934737199,-1.07953846144753,2.1248434321727,
Egypt,,1.68281750521832,4.09566296150454,6.25988495088295,5.39199553574889,6.47080674638461,-1.47305725721952,-1.87034116464271,0.21218378123092,4.263959734873,3.1487187170117,1.11073926868318,-0.214073492073723,-1.47628000302603,0.269665296157442,6.56641263490879,12.1096830879146,10.3406568818933,3.41423162353148,3.63408780391575,7.47847166109648,1.33762100921875,7.32292190554207,4.85832236601674,3.56755770035562,4.06308629630504,0.193916979015057,0.076756864397808,2.84929690565545,2.64653832248204,3.51465637661579,-0.855640630966008,2.5700832704355,1.15884287151069,2.24972952998301,2.90291588723974,3.23113461620004,3.71799823336832,2.26877376690007,4.27266744681137,3.51248421355501,1.67215006969066,0.493601849464611,1.28287887436657,2.16789364080398,2.55949175653288,4.91357149946019,5.17671063147812,5.26590577493648,2.85691758066182,3.32576285201578,
El Salvador,,0.407218429825448,8.45980931082397,1.00860043511526,5.90853768866391,2.16341269522292,4.01380368281994,2.44146084682122,0.386646467395437,0.685623851322802,0.234153879158441,1.13591055118081,3.3991347774176,2.26013809163861,2.83516439812914,0.607281370013581,2.81324165910648,4.62971694521428,3.32526655563576,-5.88339096554286,-13.2368054990139,-11.8370014561148,-7.66175615368144,0.143270272567591,-0.004683784304945,-0.692395692499588,-1.08604155434416,1.23456855958044,0.595048942829408,-0.364264536543757,3.3733622343314,2.03639873926326,5.87802193915657,5.7247293284763,4.55654960357954,5.10401492194055,0.687602469860053,3.39439470438323,3.06120045678946,2.87139543401227,1.65055067905861,1.27073273695066,1.96068246542238,1.95458435805268,1.50811068157776,3.19102984511352,3.50184239910776,3.39074761999531,0.799052171860097,-3.61726917346877,0.892678428455838,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.93989422759621,0.543322390263398,-0.517268686921184,-4.12721875090014,0.06792495179468,-4.37196533248496,7.01144540557301,2.72834237447977,1.60976274112406,10.5129368207737,24.9642010897515,65.6935034259996,18.0257984673707,36.9667633090966,9.91054032489964,56.829756037004,15.7494235116735,10.4549054800745,33.8350911713096,6.50812445143198,-1.65906144569063,18.0177982993681,7.60406899080462,2.42022346966269,-1.77809887830209,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.578827375059,21.0113132572687,2.01181912257337,7.567462415077,5.574569324946,-0.991422702173296,-3.14018238562284,-16.1451839074888,4.7394586306394,-1.18065331999608,-6.68330632215296,-2.60413207112187,-1.27083559262201,-4.3633014454602,-1.80159104153952,-12.5094849202127,0.810304829228741,-0.831373612393477,
Estonia,,,,,,,,,,,,,,,,,,,,,,0.717885074942032,4.94188991279614,2.98981307037423,2.13195456059651,-0.168257426437336,0.353536249391297,2.70308646737976,2.22142625664685,2.65765874102549,-7.12532238593236,-7.5366944589377,-19.7174331457864,-3.2824497129794,0.483692961803854,6.86731644920403,6.53678451507341,12.0730030367682,6.37490270323772,0.626264677023798,10.0488855002582,8.94352232397118,8.37603363225037,7.96795222187751,7.56208969087638,9.693690940975,10.7715759546811,7.06894955422391,-4.99291868349326,-13.8729291918811,3.12546285233168,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,-1.88750995998762,4.9135965664249,-5.94382579690033,-13.9767766692685,6.19620661111733,10.2604719035839,-2.69081019021685,-3.57356653169366,-0.64367714149553,-10.2307768288332,-11.7295520022847,9.39569474806152,-0.13026961725096,2.85088606180497,9.11253357924747,0.22265435220568,-6.08614271210806,2.37212487660447,3.30838845424566,5.52431580265771,-1.03920961209681,-4.5707621136885,10.8435411001345,9.20308652299904,8.31213219204552,8.98214538436738,8.37887044719233,6.45860198003128,7.79711689686057,
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,,0.016205400625282,0.06067302530704,2.79006427963763,1.55992487545143,-5.51888328477,-2.61350229040967,10.6597594148592,5.54095391365912,0.427051411656748,10.3482133089408,4.66206304610152,5.26467054872693,9.33669098958578,0.554485239608212,-1.42379056373164,0.824868920455117,4.00417580522794,0.009797283583055,10.023579774567,-3.72813975143332,3.76421252269219,-8.40591947611334,-6.37028996620474,6.07593409577227,-6.12381329865619,6.72539488401003,-7.01643993433426,0.799870511153685,7.19376724722645,5.22102609865578,-3.60939773849326,4.7981157878334,0.698146425479521,3.62532645532008,1.18830827266392,3.58975166716979,-3.24216096272522,0.348594640838712,7.95837541685947,-2.28019570836183,1.6166768943763,3.00329276180402,0.87605754772504,5.0733567980544,0.277515734548459,1.16833456151501,-1.70798096413692,0.028484222453855,-2.27687645866862,-0.576945706210935,
Finland,,6.8479651813114,2.28404856663764,2.55747236438684,4.65485282571379,4.95238912726879,1.98984697558002,1.61702886566464,1.84500620711528,9.65690414767508,5.73358285467813,2.22782349081292,7.09615364195508,6.37797887254739,2.69745840356343,1.354024742733,0.042351582249097,-0.040506012311198,2.62462635022416,6.84849474783376,5.06171428400455,0.855437492061228,2.47341753736406,2.41163602696392,2.55817517188808,2.87243800783901,2.3089146953694,3.19687503154644,4.91585828100381,4.69910641504066,0.060603056991908,-6.51192842294202,-4.02579403545025,-1.28946980904531,3.20789844760965,3.56643159003252,3.23025695335659,5.89042557813828,4.75258262091833,3.66746290314059,5.1053191726804,2.05112527455067,1.58760185809932,1.7694671340236,3.8229825042242,2.56443316017155,4.01065627199257,4.88804962390989,-0.172260377404669,-8.7915587755041,3.24556846659443,
France,,4.12996028916996,5.19794699312124,3.88215663870082,5.12140114245221,3.54837722732879,4.15014168614158,3.77713708702898,3.45211201722317,6.19521321523658,4.92962498909695,4.50042929833015,3.70214608732169,5.77837518655244,3.9394797163458,-1.74431956336468,3.83415735336463,3.10731323862126,3.47511051792695,3.02806839185573,1.18534540212769,0.483567476709496,1.87709290406049,0.670335398767534,0.920624400507975,1.03775744810994,1.6808858687296,1.81143609977997,4.08807911648464,3.63509514410305,2.10857983127156,0.569662502433019,1.03507874851796,-1.0794842370787,1.8346636291844,1.63710585586215,0.665307696739049,1.77757721118854,2.94583145916481,2.96503897960363,2.97973999146342,1.10439520214189,0.204601782573064,0.193929675760529,1.79958990399889,1.06898691321237,1.76250786304722,1.66215715667795,-0.644168514879056,-3.26405624790492,0.928942710567185,
French Polynesia,,,,,,,5.79630762196798,-8.1126772930819,10.8410188861869,-6.08510658642704,-1.80417093948502,8.36742022608188,-7.68546669679988,4.50067098793755,14.4186967424704,-7.78998889742512,4.9202854333912,-0.999048310206547,6.60018470960434,0.835451177993619,-2.47249298209877,5.34029568465732,6.8052985354111,2.43896453020484,2.54076575370057,2.66635088039899,5.71141576754128,4.55826299795426,0.069988721573438,0.741657569826586,0.031330383901263,2.75375986711023,-1.09190972445595,-1.83596268827128,-1.14803328883063,-1.46298755358589,-1.69258821771474,-0.1387488473178,4.11279982979333,2.05789812145534,2.20304867152275,,,,,,,,,,,
Gabon,,14.1413045092746,6.79518148320248,5.38938893945213,3.82008203896522,7.53078655891602,3.70523332706112,3.25605528191029,1.51548890499198,6.7610514589521,6.9990511682372,8.17460784539612,8.89902614027906,7.52647734637154,35.9620524486926,16.1241698652036,32.1029880222539,-14.8868420855417,-26.0874788179725,-2.28619597771794,-0.33958504873587,2.0629296182469,-5.94256761962329,2.46174262480629,4.26660026570345,-5.30733986146691,-3.83849791971332,-19.6874428850385,9.36293146556493,5.15964417331463,1.87413984076308,2.7303043398265,-6.18507777290492,0.672159971651908,0.551781576421774,1.92115702101829,0.762656268394906,2.95766385661189,0.884597922072203,-11.1153205378832,-4.13971361087643,-0.123413155077642,-2.38208731354219,0.378839301966678,-0.666095297891672,1.0255429953184,-0.735197295265905,3.59263044127158,0.436774363074392,-3.22279635130378,3.81073937763448,
Gambia,,,,,,,,-2.03166629499653,7.15093689937065,-0.05167178366186,3.33604010226823,-2.97845052178633,-2.91439065072626,5.68055743971556,2.44170377034926,8.8585643536726,4.10114709179055,0.368174305559094,3.12841236480028,-4.42606334529253,2.70865254512283,-0.323241641156656,-4.40607704597784,6.60312075671934,-0.713167394633572,-5.12383300877983,-0.694328651655923,-2.41018858648776,-0.419744847138162,1.24957460247987,-0.537167108360819,-0.507595270395953,0.128966828877239,0.034149591489225,-2.63101683078671,-1.91380861279387,-0.611565540152171,2.00730213877375,0.636826649966963,3.42493043229182,2.5067432024446,2.74324962528274,-6.08781099717085,3.72054837080633,3.92204337850315,-3.72694849082936,-1.34999543932366,2.26047953715755,2.55828184179718,3.27641798572276,2.14187862386611,
Georgia,,,,,,,6.31298824739295,5.21290948689024,3.51314555460245,3.80234685189218,15.2291576345884,1.40773673818634,-1.95368690559268,5.54907695064316,7.86754993885515,6.59137995251511,5.33525650616573,6.170394845629,6.8037583197937,6.58267601413105,3.69849687275132,4.40742975986521,1.14157116032216,3.38925403231636,4.53053648522854,4.02567508433489,-8.98724528808098,0.449324929773638,4.5155801468055,-7.43864739033692,-14.765157339595,-21.6530948040966,-45.3251069275035,-29.8412895560327,-9.48770292267751,5.36547245891366,14.0401661567917,12.579869955122,4.12278766004086,3.67326566920529,2.62662425719429,5.56764714373432,6.18555178233153,11.7790076251321,6.11717501457537,8.52153716760856,8.46801863619331,12.5897621000821,2.42374347602228,-4.36697658323017,5.383325490193,
Germany,,,,,,,,,,,,2.94365019200815,3.80247597871697,4.44801721770767,0.850760290588354,-0.496434235221329,5.4002121266354,3.58143708151614,3.0981816469483,4.10433133271636,1.19869393141028,0.37624251626049,-0.300057789102269,1.83903416210708,3.17898721827203,2.55688356731211,2.24053504468873,1.24649963585794,3.30286372812623,3.09618003171519,4.35163905617128,4.34522004293044,1.13994147945422,-1.65076644816273,2.11693703404792,1.37860984291336,0.49943961473582,1.5885323304683,1.84642419363121,1.8052567179051,2.91817127811281,1.34374171604146,-0.157855947341929,-0.430584117387269,1.18309680404167,0.74183888818105,3.81703700005235,3.40722758347458,1.27558636532395,-4.88632358054801,3.8492451421581,
Ghana,,0.21521437811181,0.90140585693446,1.30045283228284,-0.62531022283278,-1.18985434898474,-6.40167116293425,1.00489176813512,-1.56774178012708,3.83926828055614,7.22515789050411,2.50672355395518,-5.21621368881365,-0.0360073125334,4.02445544351258,-14.4655198087357,-5.40232387072768,0.567927877830755,6.70627897001002,-4.3702883322162,-1.90486413852676,-6.27715091037973,-9.9559610895446,-7.85286934715943,4.96315478226175,1.74678564804532,2.10580274283157,1.89986518753631,2.82184012250926,2.29917227454683,0.529344474757878,2.35700135179053,0.961836050964692,1.9226571112154,0.496099579248096,1.40472073266089,2.00793812417291,1.71014679131578,2.26136957501215,1.97591227153944,1.26616127216136,1.52730517849069,1.99536999957442,2.66563251468386,3.05491927499058,3.35576280916065,3.85284692003225,3.91993878519131,5.85878073734175,1.54613410712187,5.21555120884418,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,10.2717153940608,0.930403842619015,9.72832602199102,7.86649280042484,8.88213047180922,5.31892559549149,4.62587282929341,5.97247622900654,9.49886660532096,7.70922605532563,7.37432708984231,9.44639157055764,7.60260832623314,-6.78208598656582,5.373056862223,5.20508220622587,1.61030227813146,5.86527206080147,2.00245760688648,-0.306899281651553,-2.43246102463746,-1.74025247545799,-1.65240216264073,1.50367163618581,2.11229499963113,0.185738034091372,-2.58512352622407,3.90977726194063,3.25972961038642,-0.663627550999308,2.10089535440954,-0.402897742467275,-2.49944251245027,1.15420407569984,1.3186861554358,1.64357745438967,2.99008614023386,2.80678227399622,2.96608872769239,4.14340282440051,3.88802239857064,3.08530548922417,5.59767031225678,4.00733596029752,1.89104342996546,5.12172214507937,2.58851535493338,-0.55075173389146,-3.64219434525515,-3.80013144021902,
