"Industry, value added (% of GDP)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Puerto Rico,,,,,,,33.8570263634456,,,33.9969043783476,34.4059102613868,32.2028793754773,32.9372742151976,33.7531962984029,35.2123656048303,34.5433255269321,37.5710832049423,36.5708469798307,38.0322438486626,37.6611775983819,39.3167131445193,39.0631584230206,38.7725028859976,38.8195573884758,40.1636526533072,40.6294981566264,40.4189481624641,41.464528380212,42.2649948499588,41.7284613960088,41.9741988061241,41.600333064026,43.2605456477546,44.1503148486695,44.5337183111366,44.2531796421211,43.1035623544357,42.6658642372424,45.2546296296296,43.1866668971837,42.0627923334489,48.3330630880925,49.245779667288,49.0033984877197,48.6170199926302,47.8626952547142,47.4683863853988,47.3706786660776,47.9272874131938,50.2131047332567,50.1177533879421,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,56.5915266393443,55.1630434782609,,,,,,,,49.942900647126,45.0537218081502,43.9714660535569,42.097387137886,46.2836249058133,42.7433015670935,42.4615794647048,39.2254711825171,35.36203840063,33.8665840206459,36.3781296593825,36.9549984995029,37.8992879668265,34.7617881682159,34.9531031952621,34.9697677426336,37.4217971501738,35.3002614461331,25.2306869965205,25.9622289061577,26.1958376000765,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2162891413366,48.3510694169446,47.6042725628618,43.0074835824143,44.5682175385965,44.7226862777531,36.9560332559359,38.7095014726737,38.0555425467148,37.3535319718781,37.2318115825133,37.9456082322675,35.7004939943328,32.7656711713842,32.5701753679306,36.3287068730036,38.077696311958,37.2295285849029,36.4428466066048,36.1196137398913,33.7083352404386,36.6772994199724,
Rwanda,,,,,,6.85349298628721,6.77037302981479,9.74680261555087,9.4947729027507,9.3863256575495,8.59481557523047,8.68196146351206,9.4273130942809,8.72950856307446,9.20502042751355,18.9691116430486,18.8944573246704,21.2061991588189,22.122144676464,18.7376517334381,21.5482921777437,20.7925639831343,21.7342971549505,24.0838596130588,23.2381802146248,22.6858091250769,23.0839099684543,17.8314302403884,17.1368429490735,17.4201505668057,24.6241717756095,20.9400496428394,18.7034381712812,18.3348285564551,21.1700843973628,15.971186908877,18.0858133503057,18.6100654397439,18.7027189897014,19.3673438652298,13.5818844100591,14.1566863193734,13.9248474996871,12.3026570170612,13.8786465962372,14.0619078633725,13.7580476255135,13.9399161485882,14.8379048836011,14.3929532868969,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,28.9017341040462,25.4876462938882,24.9146757679181,26.5700483091787,24.3744955609362,24.1159830268741,24.7666905958363,23.0295566502463,21.7127071823204,24.706434945984,24.7536945812808,28.6209286209286,27.7846919726198,28.9499897821606,26.4791221280471,26.1564798255597,25.1812196317507,23.1957444890962,25.2529914047341,24.641069431625,23.8341299672899,24.3987580575882,26.1753677531007,26.561322422078,27.827339401238,26.174493946513,24.1439323342858,22.6735175510678,21.9867102280264,21.893852247598,22.4585908477939,22.1125026734883,19.9580469065912,16.4313796554373,
Saint Lucia,,,,,,,,,,,,,,,,,,,,22.7848101265823,23.621033661582,22.8636695388295,20.7923865270659,18.3406846293988,18.1909182302036,18.1811056467985,17.1998031496063,17.5539392457674,18.8228288286012,20.4998335473439,18.1261958794998,18.9372945668544,19.9503682513622,21.0237100028827,19.7826403923042,19.4813391953676,18.760584141126,17.6629950670201,18.2197355722182,19.4433218508041,19.1528939206456,17.9059584868655,17.3466628088522,17.6356184452921,19.3114804748688,20.6999959263186,22.6753901865292,18.5860432836245,18.3893587873073,16.6989740958336,16.5892473460308,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,22.3942823108993,22.436491748563,24.9101796407186,26.5378236100094,25.6631566833535,25.3223310985044,24.8015873015873,23.0854416900929,23.4455445544554,24.3196092114445,24.6681091087162,24.68257335015,24.7417006479374,22.8641441123228,23.5444499422728,24.2980227177916,25.3424142390934,26.2198975601701,24.9569251159708,24.3401984293223,26.5815562410104,26.886024236067,25.2951995095557,19.6655330576634,19.4092097425954,18.0000424694267,18.779497196493,19.3867547639619,18.8043189712716,19.1028024098443,20.8819345043742,19.5244168353559,18.8540365333056,18.2385878571625,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8499083891509,29.5705499188803,28.2581576574063,26.1595790618453,24.3461035580683,24.3563658223604,25.9598257680445,27.0956453748297,28.4748892875696,30.5811683624472,30.703223105902,30.5752640974259,30.0648872695456,31.1564901493094,28.8103198476557,26.2546128059945,28.2479668388903,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8576968986985,17.0798808653687,17.781083137568,21.0468218717256,20.5302243844694,,,,,,
Saudi Arabia,,,,,,,,,62.042984635381,61.1116634851612,62.5792176231291,69.1248330463948,70.503671293933,72.1856892053531,83.9072626488024,72.2252108788079,70.7369473974189,67.1940841578051,60.3501739520483,64.9606206099365,71.5960765012712,70.8946845134272,59.9278512276787,49.5406658157875,46.2269474125308,41.438622280791,37.8206294504344,40.1397809708091,38.5527032344471,42.4034843754918,48.7851382866134,48.4894899868502,51.2871765336335,47.6216753844822,47.4826830606005,48.8508038387716,51.8825286919968,50.5296954871412,43.5624026629785,47.3794242086107,53.9056435615099,51.227019056257,51.4722097146108,54.3573090345095,57.7182294723633,63.2282179431886,64.6262562884617,65.6188391290002,70.2203574965722,59.6456642203726,61.9698919875975,
Senegal,,,,,,,,,,,,,,,,,,,,,20.068130941924,19.3409458317395,20.5875090477815,21.4570903762688,21.4748045553891,20.5424703583158,20.1792141914366,20.3755119533025,21.7157296995815,20.8619127678215,22.1763817222965,22.2070085655785,24.2485638965405,23.4961618485788,23.9808607915254,23.7820967905213,24.341448321979,23.4802747276848,23.6873238365648,23.4823939501223,23.2307837248863,24.5252029196306,25.4685309416857,24.2856055094056,24.9337838952647,23.8046013931606,23.0457673567916,23.5695527632527,22.1802342012247,21.749262810305,22.3542146901363,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4808611990455,28.482998113096,28.70617308976,28.1191933502437,29.6340198058561,29.0420442952649,29.0382974092605,28.2818866942506,28.174257296808,27.9401787467742,26.6447622345691,
Seychelles,,,,,,,,,,,,,,,,,16.2199124726477,13.8336713995943,13.8006387628173,15.0955097990573,15.638602824079,17.153735336489,15.5133236934518,15.7820525732702,16.5246699747215,18.3583699892107,17.8985902328842,15.6959667597965,16.4725130890052,15.6346927053418,16.2574348025011,18.0849452047876,18.1523500810373,18.7897051637074,19.5088232902334,22.6675481365176,23.7500999920006,24.3497314108001,25.836378971043,27.1309677613196,29.018301881422,28.0858185409751,30.2663248221013,27.4027234801774,28.2132557354049,21.9405402484332,20.4541356009564,20.3163374074881,20.2753463814047,19.1119300689612,,
Sierra Leone,,,,,27.9417447246332,28.5182119205298,27.1675126903553,25.9834775767113,27.2256913470116,29.025974025974,28.9287399716848,27.9041367730118,27.6279581728123,26.5145372408201,23.5961709266752,20.8174245053801,19.4822888283379,19.8967741935484,21.2518353363424,21.2732772473769,21.9294111042436,19.6897369331132,17.0269367842621,14.7851706259382,13.6406936317402,13.6721552438558,16.0392567181158,19,12,11,19.1571670061983,35.7028523205203,41.0129213762884,33.2366262700453,40.3991448583229,38.7178976512149,38.1130371188345,27.6855673827037,24.7121761796472,25.1596751301057,28.3875834724874,25.7273212301447,24.7286410055159,24.6886534987117,24.2027036288628,23.6194553132698,23.1759128982965,24.2705602023938,23.494362811681,22.5024116929327,20.6639908777275,
Singapore,,,,,,,,,,,,,,,,32.3402068866506,33.107313360548,32.8938581595467,32.534820206792,34.315634814592,36.1635979961017,35.6774288662834,34.4882507167185,35.7441374188474,36.5050537944164,33.3085144218345,34.1920970017412,33.7564168171669,34.8238280083607,33.6324182826439,31.8859536735217,33.6306414892192,33.4582011818723,33.5410089758852,33.0501992673403,33.306435905284,33.2250374900808,32.7131631571905,33.5194951333468,32.5143990012647,34.5450953470532,31.792379505479,31.8640736896562,31.1270136542526,32.8187036686723,31.6042188473094,31.2941640564069,28.9357594440152,26.6668085554188,28.3344714704758,28.2665750783793,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,61.5948298874672,61.1915635345704,60.718615346272,60.140133260782,58.473626571183,59.1366905287635,60.1188595875354,37.9476366752934,35.0143650336908,38.0197656392706,37.7651593685684,38.9881237209361,35.2067634104107,34.6027652445459,35.2968123231574,36.1830744865225,34.8566388176816,33.9953690405383,34.945770812442,36.5420840025629,36.4709747906714,39.0265657162302,38.4744704556058,38.7067932908708,35.2475026624912,34.9427465276537,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4308854462075,44.9925889154309,40.9243474934611,38.8338454881544,40.1963974997789,34.8545210311033,35.1667903850963,35.4880475629714,36.0886460740561,35.8558965525894,35.6292855980036,35.2836533061854,34.6554671726779,35.0044023445436,34.4089888601591,34.1089258727272,34.386814323509,34.5964149453338,33.855313750986,31.1744271784107,31.6026790713474,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99377507262415,15.748510276055,13.357713405832,12.2080944070473,14.6192329071707,14.3718652973489,15.7878249973896,14.4132907603273,13.9504684166589,14.5192699605996,12.718180960468,12.2931956872562,12.1842659382403,10.7834705328255,9.4593118514473,8.10430571914671,6.75295771348249,5.86082304932114,6.05860767805928,6.05806919341296,,
Somalia,7.68835532182407,7.23960012899065,6.81697361692138,6.41886974094139,6.42078258662656,5.73508772962423,8.12167392356072,8.86394869445717,13.4077288609492,14.8657799302129,15.9176015315313,17.115162037037,14.6499277746549,13.1872883582938,20.4010535356831,12.5074540054721,13.893779778399,12.0323434179264,7.9194051658774,10.135306474185,7.98555847916133,7.67143588643592,8.10141539603673,7.44051324636583,7.27141909180509,7.68195861200414,10.1182091259427,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,37.8174151078299,37.9591087637884,37.9382599827839,38.0135628593401,39.1060830224451,39.8395723595184,39.2865890659475,37.5261136886563,37.6591643109653,38.2519141349558,38.1812139409603,36.5054240287238,37.7205234738836,39.6655222687407,40.3912029598338,41.1764691205987,41.5667185525324,40.7426979978207,42.4834460178138,45.6327466527206,48.3755008391931,45.6562985424994,44.2488675952322,44.7228660028691,43.1864753848984,43.6162038747104,43.9459736143638,41.6571211381053,41.5455858346596,40.7203779918902,40.0971328947867,38.3593652145967,36.4234642240635,35.5494045828288,34.9771781501581,34.813751213175,33.445628236324,32.6684931007992,32.1823049778964,31.2161902722713,31.7818275009264,32.2726936835195,32.6132099461667,31.6830714625806,31.2749881945538,31.16631824174,31.1582446055794,31.1965499597983,32.6197002946281,31.2955517445702,30.7952205532341,
Spain,,,,,,,,,,,39.5157906564378,38.5779122796152,39.5511827198207,40.0617776105191,40.9549535527147,39.92253923813,39.2602837826211,38.4423830921181,37.4107378874845,36.9670943816844,36.5894345130492,35.7397844436071,35.1596771309967,34.905207054743,34.0764324583432,34.3480866520868,34.7678739497636,34.2363736610216,34.0820306671497,34.3529880904697,33.6494584023003,32.9018663823736,31.1688164972671,29.5641871633144,28.9778126442404,29.3878699250874,29.1180620075015,29.2766449634164,29.1027747724296,29.2000190448983,29.2346116096467,29.185995354645,28.9472530562329,28.9288078627082,29.123037946579,29.6902341676334,29.8434352995919,29.1820487201849,28.43151330658,26.0944432932972,25.6690898732316,
Sri Lanka,20.398149794414,20.2430834044266,20.7616213560416,20.357652260118,20.075114009012,21.2806250872245,20.0504398926813,19.696969158939,21.1387199688517,22.9212765682585,23.7885785992003,24.6818777915869,24.1983686956522,25.3850457142857,25.0665169323418,26.4294885683962,27.0904675799087,28.6731647152091,27.2486968974056,28.2170243912834,29.6404592894928,27.9895320108031,26.285659219407,26.3369567336394,26.3183838596086,26.199259455229,26.6002078210821,27.4364069193874,26.6809487417554,26.7561750068477,25.9668631465962,25.5732835201668,25.6300407184515,25.6029574045465,26.1758067988777,26.5344876400573,26.4473355231962,26.8977899658827,27.5405630127547,27.2825791923437,27.2805638524109,26.8035158672459,28.0106745752083,28.4245868788917,28.6181015199147,30.1880884644457,30.6422951801489,29.9198197775274,29.3711880903706,29.6714448682727,29.436745948688,
Sudan,13.5379937399609,12.8526787441608,12.8630411540445,14.265104574017,14.2854063498844,13.1120783460283,16.7934093789607,16.2077104642014,16.2648852744699,15.5878939380412,14.357170769832,13.7133386178569,13.5131552786798,13.6210703396068,13.7602734152494,13.985966806099,13.4986374551439,12.3656490678566,12.4109328753608,,,,14.6469768897326,15.3113945132233,15.9777292369058,16.508975912415,16.2868381618382,16.3094269935766,13.7151987999446,14.423662793228,15.2611703789156,12.6073610140133,12.21702679298,12.6262205766757,10.3601432789764,10.5423787926952,15.0480285620984,14.5794440364971,15.2056977910815,16.2367605635759,21.5096326492722,19.1567723912479,20.5590655616893,21.9698657514743,25.8263705676473,28.3397292413023,29.1730305469934,31.1841854337924,34.034906409748,26.0113162539127,33.0423401257162,
Suriname,46.089850249584,43.3753943217666,41.7248255234297,41.3615023474178,41.6130416130416,42.6174496644295,49.4348602022606,50.9049197043079,50.9365006852444,51.1390757214146,47.0999588646648,48.9214031138623,46.9402193137602,49.1564341888241,54.2849184648935,40.7245982021248,40.5912717034256,42.4459730291024,39.6067643013189,39.508845263865,38.8644661351613,38.1173351010938,33.9704729687106,31.386292834891,32.0036956805825,30.1375119923249,28.3137686475911,25.0604262799385,28.1347852502687,27.4455404509284,24.2029387302467,18.2473530074341,16.9578964886004,16.4086471408647,28.449792595066,31.8335542857348,28.9410792316465,29.0231411525594,24.2175135478591,24.9392620826846,25.1628810401365,22.8156738125359,31.0149671989956,30.82189286503,35.275432380117,37.2835619518777,39.4245426829268,40.9948255716909,42.2014729089953,38.5119268322828,,
Swaziland,,,,,,32.9853862212944,31.4885496183206,35.7707509881423,34.0659340659341,30.7578008915305,28.5714285714286,24.7165532879819,26.9496544916091,32.3188405797102,32.6530612244898,32.9192546583851,34.0425531914894,35.3488372093023,36.2595419847328,36,30.1833557067773,30.1833568406206,29.6602992550522,27.9329591104256,27.4215082206275,26.0136686901099,29.4546271859865,37.1235834845079,41.1341744375786,43.835001536156,43.1531825554757,42.1700087731576,42.0736957946525,42.3232332009156,42.2084156996357,44.9832466672839,43.1470372287717,44.9922916815377,45.033477216943,44.2888340641411,43.9147686190109,45.42227201606,44.6643980380911,46.8289156149516,46.4362860633437,44.6769249774168,46.6859887605285,46.539027982327,46.4390312435832,50.6448450520124,46.539027982327,
Sweden,,,,,,,,,,,36.766574794528,35.6278072491768,35.1998237895988,35.7457218627729,36.7709526131034,36.2603519286264,35.1226234481073,32.8056647124275,31.7887117407741,32.184468321121,31.5670248412274,30.5663183916068,30.6446670626951,30.7870005186654,31.6797573321695,31.6776643929675,31.8553483519927,31.7725685646881,31.6541087133491,31.5628476772043,30.8671875864798,29.2461769495698,27.7174929231028,27.6961627169292,28.6632485970567,30.4875639086184,29.3124511925229,29.1632179565138,29.2872361391341,28.8286414546357,28.8231062972713,28.1647477544136,27.9675981580812,27.6149464082037,27.9638884963105,28.1147833022803,28.2111759475101,28.2197540687425,26.7959143726533,24.6223920179522,26.6493058569987,
Switzerland,,,,,,,,,,,,,,,,,,,,,35.3838449656021,34.6388074316965,33.5631174040658,33.1306321938656,32.6312519250839,32.9432256814841,33.1179111014229,33.2344028869694,32.5649961498669,32.178583220559,31.9429574249154,31.6130928339114,30.765470499997,29.9968721151173,30.8340406642808,30.3256597754458,29.0867211359004,28.4605512960499,27.9414804885431,27.938092139573,27.250888031022,27.7896368329775,27.2313923786055,26.8618517442306,26.6625016840587,27.1725718944535,27.5896551230866,27.5912693447319,27.6413984101902,26.4110201341913,27.1208978476608,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,23.2876593370128,23.6886967476305,20.6525090889119,21.3946528673644,25.2433114186518,25.4545740222092,23.3060282030842,18.8443275622763,20.0812990690291,20.0357572480162,20.2721331212951,27.599914926092,30.9093173498601,27.5580058890827,33.6391706090505,37.9435201149119,33.2323535827917,32.178340491811,29.342675692489,35.2174726130715,36.2052585519195,35.273974625605,32.9749324130311,33.6529992166815,30.5975828084077,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,42.2595801912824,40.1833426050357,42.7288168670864,39.2110902328468,36.166188184443,37.6085033409652,36.9330550843004,46.0545193687231,46.5322645972648,41.0138298438002,39.3412120297948,31.562008471996,28.6689573799187,27.0056295191065,29.6185046558703,38.8546306249159,40.0759878318375,39.429108680149,37.4466050428916,31.7925257496364,31.2893494146427,27.4362881953507,27.193301292616,26.8644136874641,23.672387177363,22.0243114649895,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6506501264464,16.8913886820137,16.2014859865822,15.5719565458072,15.1369790502629,14.4992153086506,14.2180046742141,14.2822542974589,20.0884781264121,19.4779946994048,19.1808268990701,19.3026167628425,21.0633789780689,22.5135705261608,22.3491436675989,22.7209887649255,22.8770520127348,23.3338211514215,23.1356675259682,24.2794790819463,25.4765333732855,
Thailand,18.5164919794816,19.1646534592912,20.9429427248528,21.0270025196975,21.7000283754192,22.8853351199193,22.5055554946298,24.9574526595572,24.9057209157761,24.9366318981819,25.3052909427158,27.0534550961449,27.2780719277833,26.7897344095283,26.6475631499906,25.7830531415309,27.6190473713681,29.3432460524306,29.5575575074359,30.3453204375117,28.6780618979366,30.0991901302108,29.5097608315155,30.5832090494555,31.9753651184287,31.8426886669122,33.082936274948,33.343155148515,34.5799853953998,36.251529444565,37.2247439631587,38.6578814551769,38.0558367009042,40.4613650872212,40.6030204617071,40.7454294162907,40.8193936619593,40.1647516705095,39.6329652830434,40.9318910928635,41.9910005238962,42.1414854810615,42.4399103004912,43.6322798189533,43.3978336617625,43.9640778452459,44.3496373904246,44.7381333240745,44.0528712953718,43.3382945027905,44.6539330088084,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7715660866346,18.5069576217584,,,,,,,,,,,
Togo,15.488201662148,15.483855687664,14.1975164468881,18.2335964613377,19.164600971748,20.915042157577,22.0338930427411,23.3333322554386,21.8697870442062,21.264402230205,21.082643071037,22.560210703719,20.3309634640799,20.1986800026909,33.1356565456904,26.5306130031006,20.4729734292476,19.4764389934048,22.7956979491548,25.2503958027249,24.7813408144274,22.4856605537115,23.3703699725695,21.4187806126179,20.2039520839529,21.664232108027,19.8693529827175,19.9786925079382,21.5492476769663,24.3188298967472,22.528502525428,25.1555722980762,23.7730529593307,20.6768106567247,21.2276740157335,22.1807295736075,21.0604869948839,20.1232768547877,16.861414442185,16.2098101529338,17.8484627330569,17.2265029875597,18.5062787708121,22.1559231774222,22.7773693147311,23.8958183278808,,,,,,
Tonga,,,,,,,,,,,,,,,,10.3657985276693,10.5709545734151,11.3751447708217,13.9825701320132,15.137621762451,14.450139220856,12.9325969678231,12.414554732573,15.6876295784381,16.2631895814189,14.8997490278276,14.5827052848828,12.851009278854,12.966397294103,15.0317953072072,13.9317884114689,12.0093123711485,12.7169925494497,12.0260866851811,20.9719236119894,22.6226095420054,22.3020171435882,19.9087632349628,19.3448100234287,19.9690063810392,21.2882566448246,21.5873367135075,21.1247670288708,20.4404285393466,19.2541572370363,19.1817631238818,18.1956799990445,18.7205148059096,19.121613154554,18.7514270795536,17.7915749737473,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,45.3252234670861,43.887511179955,39.0951183185509,41.2577658623983,40.3538418099312,43.6360060250962,47.180338547359,46.4584227983871,43.7849604011892,43.7123976922339,48.6962030158842,46.9480061312541,47.0676193094449,44.7713201190622,40.8170687878013,42.5568639620708,49.4889888553749,47.0714613517178,44.8213085522461,52.9670675183484,55.1670341328354,60.32944523528,61.264204051847,59.7595284492899,62.8439012386186,53.0877167258674,52.3967045747355,
Tunisia,,,,,,21.9394471259324,22.2904318374259,23.2854541776249,23.0590754952704,24.8972602739726,23.8058787507655,23.5839206473506,23.0091348737238,24.6832897647295,30.9474616292798,29.39453125,28.9627247826605,30.1915052958168,30.8090310442145,33.6777024331871,35.9485656473353,36.6001043755322,35.2946743322214,38.0895275509149,38.4235660245748,37.4924535382708,34.9589980139663,33.6444614925628,35.023589580938,35.0900694468925,33.6059246896839,33.1094751840418,32.839666248495,32.40595765439,33.6114586667443,33.7190216075128,32.6018714699863,29.7363916466963,29.0954556821023,29.4325740526985,30.3631213970707,29.9640832297959,29.8670246378445,28.5591103053351,28.4390144759931,29.1937687604518,29.742641872165,31.2691673851594,33.0888286353222,31.5466892564907,32.2789846629209,
Turkey,17.6043890580176,17.5767398882111,17.4413854556286,17.3072209521237,18.31345472841,19.9144177217252,20.1935432366498,21.0791601363739,22.1268648987648,22.6845760304452,22.5319068817442,23.4093774502218,24.4959082498102,24.4429772444003,23.237115859299,23.2797854245447,24.7000468152584,24.1020923507032,23.5352906994164,26.2575066027395,23.8159680157459,27.0861435452651,28.1947438514795,27.1952891239085,26.2144978551178,27.1269145503272,31.9276890922452,32.5487376039015,33.9354523729486,33.9998196107028,32.157085011511,32.6929886880921,32.3849644288902,31.0975557259595,33.249078938422,33.2367000478774,31.5990127409416,31.8535890665335,35.5428292716579,33.3256347854428,31.4766418767247,30.2350702827262,28.67263431737,28.6182444898636,28.517214974925,28.5103567794211,28.6728584927766,28.2572726903245,27.6868880446529,25.9419035353923,26.6503582057009,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5826771653543,38.8059701492537,33.8028169014084,29.6052631578947,30.952380952381,11.8868154653006,63.9957264957265,46.6587112171838,62.6198602307817,68.8222558111034,48.0201963965175,42.209336901576,46.0179782368712,44.3924653280894,44.2588909686476,42.3779637377964,41.2706353176588,40.1110489390092,37.6144912384372,36.2985358337816,53.7,54,54,54,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,13.2953072582615,13.2954064767878,12.6066483909326,14.2963669735273,13.3043477221254,13.4907251264755,12.6164405948684,12.7748354999198,13.8394204648355,14.2933547265677,13.7050486119246,12.5116423470972,11.1776251226693,9.65287277701778,11.0012620950778,8.15845206006931,7.54174821971432,7.04205418520016,5.15704814694055,4.15741295636949,4.48625414311175,6.74157303370786,11.4440078585462,9.44462382951243,10.858718487395,9.87985607123254,10.231568406559,10.0757430568865,10.1855493571992,10.7032415111337,11.0584733982738,12.3621458938418,13.2114493201483,13.0949839738021,13.8658670150849,14.291065917682,16.1806688051219,17.552104424524,18.0798512233393,19.7299465386628,22.8997427293399,22.5682080930685,24.3584911601415,24.1958166396834,22.0627421787915,25.0381088087842,24.2397207721732,26.598346383942,27.3978877690615,25.7819354804253,25.4660506848232,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0903522205207,47.6855253490081,48.3757228151004,44.5715036803365,50.4867063780328,50.9099897181826,37.6850532600583,47.5168688833804,42.6842415915498,38.2000027743484,35.1042964461495,36.1316806181584,38.505508689439,36.3165629202423,34.6988752839492,34.5338330168892,34.5912237685093,35.8771554340257,32.3451264837892,36.1210065742434,36.7341440704802,33.6162421618683,29.6160234832972,30.946897270989,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6763412859899,47.5457475824448,49.1210129154604,51.6783480847693,55.6436148080251,57.9058802183198,54.7905397993368,58.0807892986654,53.3857101847795,,
United Kingdom,,,,,,,,,,,42.1020577966629,41.4640008765118,40.9662142161669,40.5502737274397,40.0571238797067,38.9563586407752,39.5241699867544,39.7465720908173,39.8892988461239,40.2111322509739,40.7110489825404,40.2177801246891,39.7273917919519,39.2398986913705,38.7548479144758,38.272491436708,37.6172286014914,36.9454811980829,36.2543703748565,35.5448682684902,34.0674272628839,32.1660278303927,31.0628926418712,30.3621478219707,30.7617411041006,30.9952824057437,30.7008777079366,29.9151251889939,28.5082419374019,27.4681193903616,27.3128665935216,26.2869561479976,24.9724370074585,23.8702359212499,23.4228569773601,23.4688176548642,23.4895349426491,23.002917127707,22.8157684027529,21.2110917694832,21.6704159309788,
United States,,,,,,,,,,,35.2359688489075,34.5188303153771,34.4565945288234,34.3889230169329,34.0485818579696,33.2390711506346,33.7750633419511,34.2775687916245,34.0517681961658,33.6407085529969,33.5326811551622,34.1073103352639,32.9295306128835,31.5156480309695,31.8921871697817,30.8860219914746,29.4626358731973,29.2210459067263,29.619035511484,28.6303369899771,27.883609741521,26.6983942454407,25.839082041666,25.6996581448223,26.1802707453205,26.3079069084502,25.8254798817471,25.3657901588128,24.0995834306148,24.0469985932708,23.4406297030132,22.2950579723782,21.7979896238651,21.5631805642937,22.0194082926341,22.1444186364257,22.2205198093656,21.9229942253348,21.3332230957714,20.0260752022673,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,33.1406254454232,34.4121639566796,35.9475816425444,36.2261067283934,35.8328340672038,34.2005106956403,33.6701709298828,34.6424446889034,35.5486582037345,32.7821761160779,29.6644392990948,27.9965971554285,28.9189850058435,28.5454956882233,26.3738128405798,26.2446624932857,25.9547314452467,24.5074567769845,24.5310186817155,24.3282574114549,26.059349220195,25.6121862227385,27.1295690883568,26.3884909275997,27.1799209283303,25.8274782249765,25.9260743495027,26.465055649225,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2587637460796,35.7934759434298,32.5623819141312,32.9627380926956,36.5672379082871,35.806055750632,34.4738695340637,26.4283854713416,27.7970096178635,30.4809264020401,26.1052012715528,26.1682242990654,24.3100398293956,23.1260799749427,22.6370294535389,22.0450602988493,23.4820707250676,25.9574225757159,23.1579732036843,27.4023123547833,32.0085335573503,30.7614915424763,33.1949985631896,35.4033304963788,
Vanuatu,,,,,,,,,,,,,,,,,,,,6.04878124316488,6.58929709638692,6.46756969928825,6.72187927150169,8.84583752170337,7.88788937625455,9.44647758462946,10.2132347155559,13.3453938213192,13.1833419288293,12.913038291781,14.0869377629166,12.7198596690845,10.9032867227193,10.0450430751738,12.6983505073855,12.2373488921939,10.5910700595086,9.06913996627319,8.17388184644822,8.3227335800185,11.2229908389199,9.04749199573106,8.98709854515509,8.22712076890932,7.62836907338186,7.88995950286273,8.13182728643112,7.93178076617155,9.12809937970831,9.8817929393098,,
Venezuela,,,,,,,,,41.3270154993607,38.2862335333307,39.3305438945117,40.0000003079699,39.3646405303867,43.0057817407117,53.881987348019,46.4414085784831,45.8333341625207,44.6219374604348,42.9471637216305,46.2596027096531,46.3734032901047,44.4013152048429,41.5637873079162,38.6532926316546,52.4687896509041,50.8288819519415,49.2556374741648,50.2811807581753,51.2770850845242,57.0808801591929,60.5607965990308,56.3968530722784,54.3918205905938,51.5845253214079,44.0895090810936,41.2743554403929,49.1488379948673,50.8299673325569,44.4240009231438,45.5529995071432,49.6735235441619,46.0813239378993,49.7631313656622,51.5866244408453,55.4931917292724,57.796221265989,56.4837551445789,54.2016452356034,,,,
